series_id,trust_code,trust_name,specialty_code,specialty_name,first_month,last_month,total_months,observed_months,missing_months,missing_pct,max_consecutive_missing_months,excluded_for_insufficient_history,discontinued_series,latest_observed_month
G4H0I__130,G4H0I,NEWMEDICA SUFFOLK - BURY ST EDMUNDS - CLARITY HOUSE,130,Ophthalmology Service,2024-11-01,2026-05-01,19,19,0,0.0,0,True,False,2026-05-01
H2K1G__130,H2K1G,NEWMEDICA - BROMSGROVE,130,Ophthalmology Service,2024-11-01,2026-05-01,19,19,0,0.0,0,True,False,2026-05-01
NLG__120,NLG,COMMUNITAS CLINICS,120,Ear Nose and Throat Service,2024-11-01,2026-05-01,19,19,0,0.0,0,True,False,2026-05-01
NT205__130,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",130,Ophthalmology Service,2024-11-01,2025-11-01,13,13,0,0.0,0,True,True,2025-11-01
NT216__301,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",301,Gastroenterology Service,2024-11-01,2026-01-01,15,12,3,20.0,2,True,True,2026-01-01
NT230__170,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",170,Cardiothoracic Surgery Service,2024-11-01,2024-11-01,1,1,0,0.0,0,True,True,2024-11-01
NT440__140,NT440,THORNBURY HOSPITAL,140,Oral Surgery Service,2024-11-01,2025-07-01,9,9,0,0.0,0,True,True,2025-07-01
RL1__X03,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,X03,Other - Mental Health Services,2024-11-01,2024-12-01,2,2,0,0.0,0,True,True,2024-12-01
RW1__170,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2024-11-01,2024-11-01,1,1,0,0.0,0,True,True,2024-11-01
S3H9L__320,S3H9L,THE HAMPTONS HOSPITAL LTD,320,Cardiology Service,2024-11-01,2026-05-01,19,19,0,0.0,0,True,False,2026-05-01
S3H9L__400,S3H9L,THE HAMPTONS HOSPITAL LTD,400,Neurology Service,2024-11-01,2024-11-01,1,1,0,0.0,0,True,True,2024-11-01
AY1__502,AY1,MEDEFER,502,Gynaecology Service,2024-12-01,2025-04-01,5,5,0,0.0,0,True,True,2025-04-01
C5Y9L__130,C5Y9L,NEWMEDICA - BERKSHIRE - BRACKNELL,130,Ophthalmology Service,2024-12-01,2026-05-01,18,18,0,0.0,0,True,False,2026-05-01
F1Y1H__130,F1Y1H,NEWMEDICA - CHESHIRE OAKS,130,Ophthalmology Service,2024-12-01,2026-05-01,18,18,0,0.0,0,True,False,2026-05-01
NNH__130,NNH,OPTEGRA UK,130,Ophthalmology Service,2024-12-01,2026-02-01,15,15,0,0.0,0,True,True,2026-02-01
NT333__330,NT333,SPIRE WASHINGTON HOSPITAL,330,Dermatology Service,2024-12-01,2024-12-01,1,1,0,0.0,0,True,True,2024-12-01
NT429__330,NT429,PRIORY HOSPITAL,330,Dermatology Service,2024-12-01,2024-12-01,1,1,0,0.0,0,True,True,2024-12-01
RJL__X03,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,X03,Other - Mental Health Services,2024-12-01,2025-02-01,3,3,0,0.0,0,True,True,2025-02-01
AQK__X05,AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,X05,Other - Surgical Services,2025-01-01,2026-05-01,17,17,0,0.0,0,True,False,2026-05-01
NT343__330,NT343,SPIRE THAMES VALLEY HOSPITAL,330,Dermatology Service,2025-01-01,2025-01-01,1,1,0,0.0,0,True,True,2025-01-01
NT431__120,NT431,RUNNYMEDE HOSPITAL,120,Ear Nose and Throat Service,2025-01-01,2025-01-01,1,1,0,0.0,0,True,True,2025-01-01
NVC31__X02,NVC31,BLAKELANDS HOSPITAL,X02,Other - Medical Services,2025-01-01,2026-05-01,17,17,0,0.0,0,True,False,2026-05-01
Q8X0X__130,Q8X0X,SPAMEDICA ISLE OF WIGHT,130,Ophthalmology Service,2025-01-01,2026-05-01,17,17,0,0.0,0,True,False,2026-05-01
S3H9L__340,S3H9L,THE HAMPTONS HOSPITAL LTD,340,Respiratory Medicine Service,2025-01-01,2026-05-01,17,17,0,0.0,0,True,False,2026-05-01
S5E5Y__330,S5E5Y,HCRG CARE DERMATOLOGY THE IRONSTONE CENTRE,330,Dermatology Service,2025-01-01,2026-03-01,15,11,4,26.666666666666668,4,True,True,2026-03-01
M2Y6D__100,M2Y6D,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,100,General Surgery Service,2025-02-01,2026-05-01,16,16,0,0.0,0,True,False,2026-05-01
M2Y6D__110,M2Y6D,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,110,Trauma and Orthopaedic Service,2025-02-01,2026-05-01,16,16,0,0.0,0,True,False,2026-05-01
M2Y6D__130,M2Y6D,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,130,Ophthalmology Service,2025-02-01,2026-05-01,16,16,0,0.0,0,True,False,2026-05-01
NT211__101,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",101,Urology Service,2025-02-01,2025-10-01,9,9,0,0.0,0,True,True,2025-10-01
O6X7Z__130,O6X7Z,SPAMEDICA CAMBRIDGE,130,Ophthalmology Service,2025-02-01,2026-05-01,16,16,0,0.0,0,True,False,2026-05-01
RDU__150,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,150,Neurosurgical Service,2025-02-01,2025-03-01,2,2,0,0.0,0,True,True,2025-03-01
RLT__X03,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,X03,Other - Mental Health Services,2025-02-01,2025-04-01,3,3,0,0.0,0,True,True,2025-04-01
S4E3I__130,S4E3I,MIDLAND EYE (EYE-DOCS LTD),130,Ophthalmology Service,2025-02-01,2026-05-01,16,16,0,0.0,0,True,False,2026-05-01
F7F6D__130,F7F6D,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,130,Ophthalmology Service,2025-03-01,2026-05-01,15,15,0,0.0,0,True,False,2026-05-01
K8I4X__330,K8I4X,GLENDON WOOD HOSPITAL,330,Dermatology Service,2025-03-01,2025-03-01,1,1,0,0.0,0,True,True,2025-03-01
NLG__130,NLG,COMMUNITAS CLINICS,130,Ophthalmology Service,2025-03-01,2025-03-01,1,1,0,0.0,0,True,True,2025-03-01
NT225__301,NT225,"NUFFIELD HEALTH, LEEDS HOSPITAL",301,Gastroenterology Service,2025-03-01,2025-11-01,9,7,2,22.22222222222222,2,True,True,2025-11-01
NT318__301,NT318,SPIRE NORWICH HOSPITAL,301,Gastroenterology Service,2025-03-01,2025-03-01,1,1,0,0.0,0,True,True,2025-03-01
NT348__300,NT348,SPIRE ELLAND HOSPITAL,300,General Internal Medicine Service,2025-03-01,2025-07-01,5,5,0,0.0,0,True,True,2025-07-01
NVC40__410,NVC40,WOODTHORPE HOSPITAL,410,Rheumatology Service,2025-03-01,2025-03-01,1,1,0,0.0,0,True,True,2025-03-01
NVC44__X02,NVC44,THE WESTBOURNE CENTRE,X02,Other - Medical Services,2025-03-01,2025-03-01,1,1,0,0.0,0,True,True,2025-03-01
Z1E5F__130,Z1E5F,NEWMEDICA - HARROGATE,130,Ophthalmology Service,2025-03-01,2026-05-01,15,15,0,0.0,0,True,False,2026-05-01
A1D1B__130,A1D1B,SPAMEDICA WEMBLEY,130,Ophthalmology Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
J0M7P__130,J0M7P,SPAMEDICA HEREFORD DIAGNOSTIC AND TREATMENT CENTRE,130,Ophthalmology Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
NID__120,NID,THE LIVING CARE GROUP,120,Ear Nose and Throat Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
NID__130,NID,THE LIVING CARE GROUP,130,Ophthalmology Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
NID__301,NID,THE LIVING CARE GROUP,301,Gastroenterology Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
NID__330,NID,THE LIVING CARE GROUP,330,Dermatology Service,2025-04-01,2026-01-01,10,8,2,20.0,2,True,True,2026-01-01
NQX__110,NQX,PROVIDE ENTERPRISES,110,Trauma and Orthopaedic Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
NR5__X03,NR5,LIVEWELL SOUTHWEST,X03,Other - Mental Health Services,2025-04-01,2025-04-01,1,1,0,0.0,0,True,True,2025-04-01
NRF__120,NRF,UNIVERSITY OF SOUTHAMPTON AUDITORY IMPLANT SERVICE,120,Ear Nose and Throat Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
NRL__130,NRL,HEART NETWORKS,130,Ophthalmology Service,2025-04-01,2025-04-01,1,1,0,0.0,0,True,True,2025-04-01
NT214__X02,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",X02,Other - Medical Services,2025-04-01,2025-04-01,1,1,0,0.0,0,True,True,2025-04-01
NT244__101,NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),101,Urology Service,2025-04-01,2026-05-01,14,12,2,14.285714285714286,2,True,False,2026-05-01
NT405__320,NT405,BISHOPS WOOD HOSPITAL,320,Cardiology Service,2025-04-01,2025-04-01,1,1,0,0.0,0,True,True,2025-04-01
NT431__400,NT431,RUNNYMEDE HOSPITAL,400,Neurology Service,2025-04-01,2025-04-01,1,1,0,0.0,0,True,True,2025-04-01
Q2Y5H__X02,Q2Y5H,OVIVA UK LTD,X02,Other - Medical Services,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
RD1__170,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2025-04-01,2025-04-01,1,1,0,0.0,0,True,True,2025-04-01
Y9S1N__100,Y9S1N,FAIRFIELD INDEPENDENT HOSPITAL,100,General Surgery Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
Y9S1N__101,Y9S1N,FAIRFIELD INDEPENDENT HOSPITAL,101,Urology Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
Y9S1N__110,Y9S1N,FAIRFIELD INDEPENDENT HOSPITAL,110,Trauma and Orthopaedic Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
Y9S1N__120,Y9S1N,FAIRFIELD INDEPENDENT HOSPITAL,120,Ear Nose and Throat Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
Y9S1N__130,Y9S1N,FAIRFIELD INDEPENDENT HOSPITAL,130,Ophthalmology Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
Y9S1N__301,Y9S1N,FAIRFIELD INDEPENDENT HOSPITAL,301,Gastroenterology Service,2025-04-01,2026-05-01,14,14,0,0.0,0,True,False,2026-05-01
F9Z4V__320,F9Z4V,CIRCLE READING HOSPITAL,320,Cardiology Service,2025-05-01,2026-05-01,13,8,5,38.46153846153846,5,True,False,2026-05-01
K8I4X__410,K8I4X,GLENDON WOOD HOSPITAL,410,Rheumatology Service,2025-05-01,2026-03-01,11,2,9,81.81818181818181,9,True,True,2026-03-01
N1N0Y__130,N1N0Y,SPAMEDICA CROYDON,130,Ophthalmology Service,2025-05-01,2026-05-01,13,13,0,0.0,0,True,False,2026-05-01
NRL__170,NRL,HEART NETWORKS,170,Cardiothoracic Surgery Service,2025-05-01,2025-12-01,8,3,5,62.5,5,True,True,2025-12-01
NT211__320,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",320,Cardiology Service,2025-05-01,2026-02-01,10,10,0,0.0,0,True,True,2026-02-01
NT441__410,NT441,THREE SHIRES HOSPITAL,410,Rheumatology Service,2025-05-01,2025-06-01,2,2,0,0.0,0,True,True,2025-06-01
RQ3__100,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,100,General Surgery Service,2025-05-01,2025-06-01,2,2,0,0.0,0,True,True,2025-06-01
RQ3__160,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,160,Plastic Surgery Service,2025-05-01,2025-10-01,6,6,0,0.0,0,True,True,2025-10-01
RQ3__X02,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,X02,Other - Medical Services,2025-05-01,2026-05-01,13,13,0,0.0,0,True,False,2026-05-01
RQ3__X05,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,X05,Other - Surgical Services,2025-05-01,2026-05-01,13,13,0,0.0,0,True,False,2026-05-01
B3M1X__X02,B3M1X,CLAREMONT PRIVATE HOSPITAL,X02,Other - Medical Services,2025-06-01,2026-02-01,9,2,7,77.77777777777777,7,True,True,2026-02-01
DPK__130,DPK,THE STONEYGATE EYE HOSPITAL,130,Ophthalmology Service,2025-06-01,2026-05-01,12,12,0,0.0,0,True,False,2026-05-01
NT318__400,NT318,SPIRE NORWICH HOSPITAL,400,Neurology Service,2025-06-01,2025-06-01,1,1,0,0.0,0,True,True,2025-06-01
NT321__400,NT321,SPIRE LITTLE ASTON HOSPITAL,400,Neurology Service,2025-06-01,2025-07-01,2,2,0,0.0,0,True,True,2025-07-01
NT402__400,NT402,BATH CLINIC,400,Neurology Service,2025-06-01,2025-06-01,1,1,0,0.0,0,True,True,2025-06-01
NVC14__301,NVC14,PARK HILL HOSPITAL,301,Gastroenterology Service,2025-06-01,2025-08-01,3,3,0,0.0,0,True,True,2025-08-01
R1F__X04,R1F,ISLE OF WIGHT NHS TRUST,X04,Other - Paediatric Services,2025-06-01,2026-05-01,12,12,0,0.0,0,True,False,2026-05-01
RQ3__130,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,130,Ophthalmology Service,2025-06-01,2026-03-01,10,10,0,0.0,0,True,True,2026-03-01
RQ3__X03,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,X03,Other - Mental Health Services,2025-06-01,2026-05-01,12,12,0,0.0,0,True,False,2026-05-01
AWR__100,AWR,ONE STOP DOCTORS LIMITED,100,General Surgery Service,2025-07-01,2026-05-01,11,11,0,0.0,0,True,False,2026-05-01
AWR__301,AWR,ONE STOP DOCTORS LIMITED,301,Gastroenterology Service,2025-07-01,2026-05-01,11,11,0,0.0,0,True,False,2026-05-01
NT337__320,NT337,SPIRE LIVERPOOL HOSPITAL,320,Cardiology Service,2025-07-01,2025-07-01,1,1,0,0.0,0,True,True,2025-07-01
R5J3Z__130,R5J3Z,BORDER HEALTH ALLIANCE LIMITED,130,Ophthalmology Service,2025-07-01,2026-05-01,11,11,0,0.0,0,True,False,2026-05-01
RFS__160,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,160,Plastic Surgery Service,2025-07-01,2025-07-01,1,1,0,0.0,0,True,True,2025-07-01
RQ3__140,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,140,Oral Surgery Service,2025-07-01,2025-07-01,1,1,0,0.0,0,True,True,2025-07-01
RRE__320,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,320,Cardiology Service,2025-07-01,2025-07-01,1,1,0,0.0,0,True,True,2025-07-01
RRE__330,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,330,Dermatology Service,2025-07-01,2025-07-01,1,1,0,0.0,0,True,True,2025-07-01
V8A3H__130,V8A3H,SPAMEDICA SHEFFIELD COMMUNITY DIAGNOSTIC & TREATMENT CENTRE,130,Ophthalmology Service,2025-07-01,2026-05-01,11,8,3,27.272727272727273,2,True,False,2026-05-01
D0V5X__130,D0V5X,NEWMEDICA - SWINDON MURDOCK ROAD,130,Ophthalmology Service,2025-08-01,2026-05-01,10,10,0,0.0,0,True,False,2026-05-01
M6L9D__130,M6L9D,NEWMEDICA - NOTTINGHAM - KEYWORTH,130,Ophthalmology Service,2025-08-01,2026-05-01,10,10,0,0.0,0,True,False,2026-05-01
NT205__120,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",120,Ear Nose and Throat Service,2025-08-01,2025-08-01,1,1,0,0.0,0,True,True,2025-08-01
NT322__140,NT322,SPIRE LEICESTER HOSPITAL,140,Oral Surgery Service,2025-08-01,2025-08-01,1,1,0,0.0,0,True,True,2025-08-01
NT327__150,NT327,SPIRE MANCHESTER HOSPITAL,150,Neurosurgical Service,2025-08-01,2025-08-01,1,1,0,0.0,0,True,True,2025-08-01
NT332__330,NT332,SPIRE LEEDS HOSPITAL,330,Dermatology Service,2025-08-01,2025-10-01,3,3,0,0.0,0,True,True,2025-10-01
NT403__410,NT403,BEARDWOOD HOSPITAL,410,Rheumatology Service,2025-08-01,2025-12-01,5,5,0,0.0,0,True,True,2025-12-01
U0K8N__130,U0K8N,CES MEDICAL,130,Ophthalmology Service,2025-08-01,2026-05-01,10,10,0,0.0,0,True,False,2026-05-01
AWR__101,AWR,ONE STOP DOCTORS LIMITED,101,Urology Service,2025-09-01,2026-05-01,9,9,0,0.0,0,True,False,2026-05-01
AWR__110,AWR,ONE STOP DOCTORS LIMITED,110,Trauma and Orthopaedic Service,2025-09-01,2026-05-01,9,9,0,0.0,0,True,False,2026-05-01
B3M1X__160,B3M1X,CLAREMONT PRIVATE HOSPITAL,160,Plastic Surgery Service,2025-09-01,2025-09-01,1,1,0,0.0,0,True,True,2025-09-01
H4Y7F__130,H4Y7F,SPAMEDICA DORCHESTER,130,Ophthalmology Service,2025-09-01,2026-05-01,9,9,0,0.0,0,True,False,2026-05-01
NEQ__X03,NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,X03,Other - Mental Health Services,2025-09-01,2025-09-01,1,1,0,0.0,0,True,True,2025-09-01
NP9__400,NP9,BESPOKE HEALTHCARE LTD,400,Neurology Service,2025-09-01,2026-05-01,9,9,0,0.0,0,True,False,2026-05-01
NT304__320,NT304,SPIRE SOUTHAMPTON HOSPITAL,320,Cardiology Service,2025-09-01,2025-11-01,3,3,0,0.0,0,True,True,2025-11-01
RBQ__X02,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,2025-09-01,2026-05-01,9,9,0,0.0,0,True,False,2026-05-01
RP4__160,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,160,Plastic Surgery Service,2025-09-01,2026-02-01,6,6,0,0.0,0,True,True,2026-02-01
AVQ03__100,AVQ03,ONE HATFIELD HOSPITAL,100,General Surgery Service,2025-10-01,2026-05-01,8,8,0,0.0,0,True,False,2026-05-01
AVQ03__110,AVQ03,ONE HATFIELD HOSPITAL,110,Trauma and Orthopaedic Service,2025-10-01,2026-05-01,8,8,0,0.0,0,True,False,2026-05-01
AVQ03__320,AVQ03,ONE HATFIELD HOSPITAL,320,Cardiology Service,2025-10-01,2026-05-01,8,8,0,0.0,0,True,False,2026-05-01
AWR__502,AWR,ONE STOP DOCTORS LIMITED,502,Gynaecology Service,2025-10-01,2026-05-01,8,8,0,0.0,0,True,False,2026-05-01
NHW__110,NHW,STANDARD HEALTH LTD,110,Trauma and Orthopaedic Service,2025-10-01,2026-05-01,8,8,0,0.0,0,True,False,2026-05-01
NT339__400,NT339,SPIRE REGENCY HOSPITAL,400,Neurology Service,2025-10-01,2025-10-01,1,1,0,0.0,0,True,True,2025-10-01
NT410__320,NT410,CHILTERN HOSPITAL,320,Cardiology Service,2025-10-01,2026-04-01,7,7,0,0.0,0,True,True,2026-04-01
RQ3__120,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2025-10-01,2026-05-01,8,8,0,0.0,0,True,False,2026-05-01
RTF__X03,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,X03,Other - Mental Health Services,2025-10-01,2026-05-01,8,8,0,0.0,0,True,False,2026-05-01
RTF__X04,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,2025-10-01,2026-05-01,8,8,0,0.0,0,True,False,2026-05-01
V3J9W__X02,V3J9W,PASTEL HEALTH,X02,Other - Medical Services,2025-10-01,2026-05-01,8,8,0,0.0,0,True,False,2026-05-01
A4Y8X__130,A4Y8X,ACES NOTTINGHAM,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
A9P5F__130,A9P5F,ACES WHITE CITY,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
AVQ01__100,AVQ01,ONE ASHFORD HOSPITAL,100,General Surgery Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
AVQ01__101,AVQ01,ONE ASHFORD HOSPITAL,101,Urology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
AVQ01__110,AVQ01,ONE ASHFORD HOSPITAL,110,Trauma and Orthopaedic Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
AWR__X02,AWR,ONE STOP DOCTORS LIMITED,X02,Other - Medical Services,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
D2L5T__130,D2L5T,ACES LIVERPOOL,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
F7B2B__130,F7B2B,ANGLIA COMMUNITY EYE SERVICE - BURY ST EDMUNDS,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
H3W7Q__130,H3W7Q,ACES CHELMSFORD,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
H4I8B__330,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,330,Dermatology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
H7X1I__130,H7X1I,ANGLIA COMMUNITY EYE SERVICE - CAMBRIDGE,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
I7G8X__130,I7G8X,ACES NEWCASTLE,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
K7J9E__130,K7J9E,ANGLIA COMMUNITY EYE SERVICE - NORWICH,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
N1L8R__130,N1L8R,ACES MANCHESTER ST JOHNS STREET,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
N1M9Z__130,N1M9Z,ACES EXETER,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
NT216__320,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",320,Cardiology Service,2025-11-01,2025-11-01,1,1,0,0.0,0,True,True,2025-11-01
NT436__410,NT436,SHIRLEY OAKS HOSPITAL,410,Rheumatology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
NVC40__X04,NVC40,WOODTHORPE HOSPITAL,X04,Other - Paediatric Services,2025-11-01,2025-11-01,1,1,0,0.0,0,True,True,2025-11-01
NX501__130,NX501,ANGLIA COMMUNITY EYE SERVICE LTD,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
NX504__130,NX504,ANGLIA COMMUNITY EYE SERVICES FAKENHAM,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
NX505__130,NX505,ANGLIA COMMUNITY EYE SERVICE - FAKENHAM MEDICAL PRACTICE,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
NX507__130,NX507,ANGLIA COMMUNITY EYE SERVICE - THETFORD HEALTHY LIVING CENTRE,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
O9Q4E__130,O9Q4E,ANGLIA COMMUNITY EYE SERVICE - PETERBOROUGH,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
Q4W9A__130,Q4W9A,ACES SOUTHAMPTON,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
S0L9O__130,S0L9O,ACES BIRMINGHAM,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
T1T4S__130,T1T4S,ACES BRISTOL,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
U1P4Z__130,U1P4Z,ACES MILTON KEYNES,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
U6A5N__130,U6A5N,ACES CHISWICK,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
W7J4C__130,W7J4C,ACES MANCHESTER,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
X7Y2H__130,X7Y2H,ACES WILMSLOW,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
Y7W8F__130,Y7W8F,ACES SOUTHAMPTON - EAST ST,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
Z4F8Y__130,Z4F8Y,ACES DARTFORD,130,Ophthalmology Service,2025-11-01,2026-05-01,7,7,0,0.0,0,True,False,2026-05-01
F4B0R__130,F4B0R,SPAMEDICA GUILDFORD,130,Ophthalmology Service,2025-12-01,2026-05-01,6,6,0,0.0,0,True,False,2026-05-01
K3V9U__130,K3V9U,SPAMEDICA STEVENAGE COMMUNITY DIAGNOSTIC & TREATMENT CENTRE,130,Ophthalmology Service,2025-12-01,2026-05-01,6,6,0,0.0,0,True,False,2026-05-01
M2Y6D__101,M2Y6D,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,101,Urology Service,2025-12-01,2026-05-01,6,6,0,0.0,0,True,False,2026-05-01
NT206__X02,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",X02,Other - Medical Services,2025-12-01,2026-05-01,6,5,1,16.666666666666668,1,True,False,2026-05-01
NT210__X05,NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",X05,Other - Surgical Services,2025-12-01,2025-12-01,1,1,0,0.0,0,True,True,2025-12-01
R6X7C__130,R6X7C,SPAMEDICA MACCLESFIELD COMMUNITY DIAGNOSTIC & TREATMENT CENTRE,130,Ophthalmology Service,2025-12-01,2026-05-01,6,6,0,0.0,0,True,False,2026-05-01
RAN__X05,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,X05,Other - Surgical Services,2025-12-01,2026-05-01,6,6,0,0.0,0,True,False,2026-05-01
RAS__170,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2025-12-01,2025-12-01,1,1,0,0.0,0,True,True,2025-12-01
RQ3__300,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,300,General Internal Medicine Service,2025-12-01,2026-01-01,2,2,0,0.0,0,True,True,2026-01-01
RQ3__320,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,320,Cardiology Service,2025-12-01,2025-12-01,1,1,0,0.0,0,True,True,2025-12-01
