series_id,trust_code,trust_name,specialty_code,specialty_name,first_month,last_month,total_months,observed_months,missing_months,missing_pct,max_consecutive_missing_months,excluded_for_insufficient_history,discontinued_series,latest_observed_month
RYK__X01,RYK,DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST,X01,Other,2015-10-01,2019-03-01,42,42,0,0.0,0,False,True,2019-03-01
RYR__100,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__101,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__110,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__120,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,120,ENT,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__130,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__140,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__170,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,2015-10-01,2026-05-01,128,74,54,42.1875,48,False,False,2026-05-01
RYR__300,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,300,General Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__301,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,301,Gastroenterology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__320,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,320,Cardiology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__330,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,330,Dermatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__340,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,340,Thoracic Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__400,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,400,Neurology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__410,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,410,Rheumatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__430,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,430,Geriatric Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__502,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYR__X01,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RYV__100,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,100,General Surgery,2015-10-01,2017-08-01,23,23,0,0.0,0,True,True,2017-08-01
RYV__101,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,101,Urology,2015-10-01,2017-08-01,23,23,0,0.0,0,True,True,2017-08-01
RYV__110,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,110,Trauma & Orthopaedics,2015-10-01,2017-08-01,23,23,0,0.0,0,True,True,2017-08-01
RYV__120,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,120,ENT,2015-10-01,2017-08-01,23,23,0,0.0,0,True,True,2017-08-01
RYV__130,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,130,Ophthalmology,2015-10-01,2020-05-01,56,24,32,57.142857142857146,32,False,True,2020-05-01
RYV__140,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,140,Oral Surgery,2015-10-01,2023-01-01,88,79,9,10.227272727272727,4,False,True,2023-01-01
RYV__301,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,301,Gastroenterology,2015-10-01,2017-08-01,23,23,0,0.0,0,True,True,2017-08-01
RYV__320,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,320,Cardiology,2015-10-01,2017-08-01,23,23,0,0.0,0,True,True,2017-08-01
RYV__330,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,330,Dermatology,2015-10-01,2017-08-01,23,23,0,0.0,0,True,True,2017-08-01
RYV__340,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,340,Thoracic Medicine,2015-10-01,2017-08-01,23,23,0,0.0,0,True,True,2017-08-01
RYV__410,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,410,Rheumatology,2015-10-01,2017-08-01,23,23,0,0.0,0,True,True,2017-08-01
RYV__430,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,430,Geriatric Medicine,2015-10-01,2017-08-01,23,23,0,0.0,0,True,True,2017-08-01
RYV__502,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,502,Gynaecology,2015-10-01,2017-08-01,23,23,0,0.0,0,True,True,2017-08-01
RYV__X01,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RYW__110,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,127,1,0.78125,1,False,False,2026-05-01
RYW__140,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,140,Oral Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RYW__X01,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RYX__300,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,300,General Medicine,2015-10-01,2024-03-01,102,49,53,51.96078431372549,53,False,True,2024-03-01
RYX__X01,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RYY__110,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,127,1,0.78125,1,False,False,2026-05-01
RYY__X01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,X01,Other,2015-10-01,2021-03-01,66,65,1,1.5151515151515151,1,False,True,2021-03-01
TAD__140,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,140,Oral Surgery,2015-10-01,2020-10-01,61,61,0,0.0,0,False,True,2020-10-01
TAJ__X01,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,2015-10-01,2020-03-01,54,54,0,0.0,0,False,True,2020-03-01
8JC09__X01,8JC09,SURREY COMMUNITY PAIN SERVICE,X01,Other,2015-11-01,2015-12-01,2,2,0,0.0,0,True,True,2015-12-01
ADP02__101,ADP02,KIMS HOSPITAL LTD,101,Urology,2015-11-01,2026-05-01,127,126,1,0.7874015748031497,1,False,False,2026-05-01
ADP02__160,ADP02,KIMS HOSPITAL LTD,160,Plastic Surgery,2015-11-01,2016-02-01,4,4,0,0.0,0,True,True,2016-02-01
ADP02__301,ADP02,KIMS HOSPITAL LTD,301,Gastroenterology,2015-11-01,2026-05-01,127,11,116,91.33858267716535,115,False,False,2026-05-01
ADP02__320,ADP02,KIMS HOSPITAL LTD,320,Cardiology,2015-11-01,2019-07-01,45,25,20,44.44444444444444,10,False,True,2019-07-01
ADP02__410,ADP02,KIMS HOSPITAL LTD,410,Rheumatology,2015-11-01,2018-03-01,29,14,15,51.724137931034484,10,True,True,2018-03-01
NEY__110,NEY,PIONEER HEALTHCARE LIMITED,110,Trauma & Orthopaedics,2015-11-01,2026-05-01,127,60,67,52.75590551181102,31,False,False,2026-05-01
NFH__100,NFH,SOMERSET SURGICAL SERVICES HQ,100,General Surgery,2015-11-01,2021-12-01,74,12,62,83.78378378378379,42,False,True,2021-12-01
NHM__140,NHM,SUFFOLK COMMUNITY HEALTHCARE,140,Oral Surgery,2015-11-01,2017-09-01,23,23,0,0.0,0,True,True,2017-09-01
NHM__X01,NHM,SUFFOLK COMMUNITY HEALTHCARE,X01,Other,2015-11-01,2017-09-01,23,23,0,0.0,0,True,True,2017-09-01
NN5__130,NN5,MANCHESTER SURGICAL SERVICES LTD,130,Ophthalmology,2015-11-01,2016-03-01,5,5,0,0.0,0,True,True,2016-03-01
NNE__340,NNE,DORKING HEALTHCARE LIMITED,340,Thoracic Medicine,2015-11-01,2026-05-01,127,127,0,0.0,0,False,False,2026-05-01
NT209__101,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",101,Urology,2015-11-01,2022-09-01,83,22,61,73.49397590361446,56,False,True,2022-09-01
NT229__120,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",120,ENT,2015-11-01,2021-08-01,70,9,61,87.14285714285714,23,False,True,2021-08-01
NT313__150,NT313,SPIRE WELLESLEY HOSPITAL,150,Neurosurgery,2015-11-01,2015-11-01,1,1,0,0.0,0,True,True,2015-11-01
NT314__400,NT314,SPIRE RODING HOSPITAL,400,Neurology,2015-11-01,2025-04-01,114,14,100,87.71929824561404,36,False,True,2025-04-01
NT320__150,NT320,SPIRE PARKWAY HOSPITAL,150,Neurosurgery,2015-11-01,2026-05-01,127,109,18,14.173228346456693,4,False,False,2026-05-01
NT333__X01,NT333,SPIRE WASHINGTON HOSPITAL,X01,Other,2015-11-01,2021-03-01,65,41,24,36.92307692307692,6,False,True,2021-03-01
NT339__150,NT339,SPIRE REGENCY HOSPITAL,150,Neurosurgery,2015-11-01,2026-05-01,127,56,71,55.90551181102362,36,False,False,2026-05-01
NT345__502,NT345,SPIRE CLARE PARK HOSPITAL,502,Gynaecology,2015-11-01,2026-02-01,124,10,114,91.93548387096774,62,False,True,2026-02-01
NT431__140,NT431,BMI - THE RUNNYMEDE HOSPITAL,140,Oral Surgery,2015-11-01,2015-11-01,1,1,0,0.0,0,True,True,2015-11-01
NT441__150,NT441,BMI - THREE SHIRES HOSPITAL,150,Neurosurgery,2015-11-01,2026-05-01,127,111,16,12.598425196850394,7,False,False,2026-05-01
NVC01__300,NVC01,ASHTEAD HOSPITAL,300,General Medicine,2015-11-01,2021-12-01,74,17,57,77.02702702702703,35,False,True,2021-12-01
NVC01__330,NVC01,ASHTEAD HOSPITAL,330,Dermatology,2015-11-01,2025-12-01,122,17,105,86.06557377049181,97,False,True,2025-12-01
NVC02__160,NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,160,Plastic Surgery,2015-11-01,2026-05-01,127,35,92,72.44094488188976,25,False,False,2026-05-01
NVC04__130,NVC04,DUCHY HOSPITAL,130,Ophthalmology,2015-11-01,2021-04-01,66,17,49,74.24242424242425,18,False,True,2021-04-01
NVC16__400,NVC16,RENACRES HOSPITAL,400,Neurology,2015-11-01,2025-02-01,112,77,35,31.25,6,False,True,2025-02-01
NVC16__410,NVC16,RENACRES HOSPITAL,410,Rheumatology,2015-11-01,2024-09-01,107,9,98,91.58878504672897,82,False,True,2024-09-01
NVC17__300,NVC17,ROWLEY HALL HOSPITAL,300,General Medicine,2015-11-01,2024-03-01,101,27,74,73.26732673267327,41,False,True,2024-03-01
NVC17__X01,NVC17,ROWLEY HALL HOSPITAL,X01,Other,2015-11-01,2021-03-01,65,64,1,1.5384615384615385,1,False,True,2021-03-01
NVC19__300,NVC19,RIVERS HOSPITAL,300,General Medicine,2015-11-01,2022-02-01,76,21,55,72.36842105263158,20,False,True,2022-02-01
NVC22__300,NVC22,WINFIELD HOSPITAL,300,General Medicine,2015-11-01,2024-01-01,99,20,79,79.79797979797979,18,False,True,2024-01-01
NX5__130,NX5,ANGLIA COMMUNITY EYE SERVICE LTD,130,Ophthalmology,2015-11-01,2025-10-01,120,70,50,41.666666666666664,46,False,True,2025-10-01
NYW04__320,NYW04,ASPEN - CLAREMONT HOSPITAL,320,Cardiology,2015-11-01,2015-11-01,1,1,0,0.0,0,True,True,2015-11-01
NYW04__330,NYW04,ASPEN - CLAREMONT HOSPITAL,330,Dermatology,2015-11-01,2021-01-01,63,7,56,88.88888888888889,36,False,True,2021-01-01
RAN__301,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,301,Gastroenterology,2015-11-01,2026-05-01,127,114,13,10.236220472440944,4,False,False,2026-05-01
RC1__150,RC1,BEDFORD HOSPITAL NHS TRUST,150,Neurosurgery,2015-11-01,2019-08-01,46,11,35,76.08695652173913,23,False,True,2019-08-01
RCF__330,RCF,AIREDALE NHS FOUNDATION TRUST,330,Dermatology,2015-11-01,2026-05-01,127,115,12,9.448818897637794,6,False,False,2026-05-01
RD3__340,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,340,Thoracic Medicine,2015-11-01,2017-01-01,15,3,12,80.0,12,True,True,2017-01-01
RNA__300,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,300,General Medicine,2015-11-01,2026-05-01,127,127,0,0.0,0,False,False,2026-05-01
RPY__170,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,2015-11-01,2025-07-01,117,54,63,53.84615384615385,15,False,True,2025-07-01
RRF__400,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",400,Neurology,2015-11-01,2025-01-01,111,54,57,51.351351351351354,12,False,True,2025-01-01
RVV__170,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,2015-11-01,2026-05-01,127,124,3,2.3622047244094486,2,False,False,2026-05-01
RWP__150,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,150,Neurosurgery,2015-11-01,2020-07-01,57,53,4,7.017543859649122,3,False,True,2020-07-01
RWW__140,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery,2015-11-01,2016-12-01,14,14,0,0.0,0,True,True,2016-12-01
RXL__400,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,400,Neurology,2015-11-01,2022-03-01,77,6,71,92.20779220779221,65,False,True,2022-03-01
NN4__101,NN4,TYNESIDE SURGICAL SERVICES LTD,101,Urology,2015-12-01,2026-05-01,126,126,0,0.0,0,False,False,2026-05-01
NNE__320,NNE,DORKING HEALTHCARE LIMITED,320,Cardiology,2015-12-01,2026-05-01,126,126,0,0.0,0,False,False,2026-05-01
NQH__X01,NQH,NOVUS HEALTH LTD,X01,Other,2015-12-01,2019-04-01,41,41,0,0.0,0,False,True,2019-04-01
NT245__100,NT245,"NUFFIELD HEALTH, YORK HOSPITAL",100,General Surgery,2015-12-01,2018-10-01,35,4,31,88.57142857142857,17,True,True,2018-10-01
NT302__X01,NT302,SPIRE BRISTOL HOSPITAL,X01,Other,2015-12-01,2021-03-01,64,22,42,65.625,16,False,True,2021-03-01
NT364__140,NT364,SPIRE MONTEFIORE HOSPITAL,140,Oral Surgery,2015-12-01,2025-04-01,113,8,105,92.92035398230088,105,False,True,2025-04-01
NT431__160,NT431,BMI - THE RUNNYMEDE HOSPITAL,160,Plastic Surgery,2015-12-01,2016-10-01,11,5,6,54.54545454545455,6,True,True,2016-10-01
NT457__320,NT457,BMI WOODLANDS HOSPITAL,320,Cardiology,2015-12-01,2016-06-01,7,3,4,57.142857142857146,3,True,True,2016-06-01
NV302__X01,NV302,CIRCLE BATH HOSPITAL,X01,Other,2015-12-01,2021-03-01,64,18,46,71.875,25,False,True,2021-03-01
NVC05__160,NVC05,EUXTON HALL HOSPITAL,160,Plastic Surgery,2015-12-01,2026-05-01,126,80,46,36.507936507936506,19,False,False,2026-05-01
NVC12__400,NVC12,OAKLANDS HOSPITAL,400,Neurology,2015-12-01,2023-09-01,94,57,37,39.361702127659576,16,False,True,2023-09-01
NVC19__320,NVC19,RIVERS HOSPITAL,320,Cardiology,2015-12-01,2025-11-01,120,8,112,93.33333333333333,38,False,True,2025-11-01
NVC22__130,NVC22,WINFIELD HOSPITAL,130,Ophthalmology,2015-12-01,2021-06-01,67,9,58,86.56716417910448,25,False,True,2021-06-01
RA7__150,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,150,Neurosurgery,2015-12-01,2024-03-01,100,6,94,94.0,60,False,True,2024-03-01
RBV__330,RBV,THE CHRISTIE NHS FOUNDATION TRUST,330,Dermatology,2015-12-01,2015-12-01,1,1,0,0.0,0,True,True,2015-12-01
RD8__430,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,430,Geriatric Medicine,2015-12-01,2026-05-01,126,96,30,23.80952380952381,6,False,False,2026-05-01
RHU__300,RHU,PORTSMOUTH HOSPITALS NHS TRUST,300,General Medicine,2015-12-01,2026-03-01,124,97,27,21.774193548387096,3,False,True,2026-03-01
RLQ__410,RLQ,WYE VALLEY NHS TRUST,410,Rheumatology,2015-12-01,2026-05-01,126,118,8,6.349206349206349,8,False,False,2026-05-01
RQ6__300,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,300,General Medicine,2015-12-01,2019-09-01,46,12,34,73.91304347826087,13,False,True,2019-09-01
RRK__502,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,502,Gynaecology,2015-12-01,2026-05-01,126,98,28,22.22222222222222,28,False,False,2026-05-01
RT5__X01,RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,X01,Other,2015-12-01,2020-03-01,52,52,0,0.0,0,False,True,2020-03-01
RVW__330,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,330,Dermatology,2015-12-01,2015-12-01,1,1,0,0.0,0,True,True,2015-12-01
RY8__400,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,400,Neurology,2015-12-01,2016-04-01,5,3,2,40.0,2,True,True,2016-04-01
NT205__101,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",101,Urology,2016-01-01,2026-05-01,125,120,5,4.0,5,False,False,2026-05-01
NT214__301,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",301,Gastroenterology,2016-01-01,2018-12-01,36,36,0,0.0,0,False,True,2018-12-01
NT214__X01,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",X01,Other,2016-01-01,2016-01-01,1,1,0,0.0,0,True,True,2016-01-01
NT301__301,NT301,SPIRE SOUTH BANK HOSPITAL,301,Gastroenterology,2016-01-01,2026-05-01,125,125,0,0.0,0,False,False,2026-05-01
NT312__101,NT312,SPIRE ALEXANDRA HOSPITAL,101,Urology,2016-01-01,2025-03-01,111,84,27,24.324324324324323,17,False,True,2025-03-01
NT313__X01,NT313,SPIRE WELLESLEY HOSPITAL,X01,Other,2016-01-01,2021-03-01,63,26,37,58.73015873015873,23,False,True,2021-03-01
NT317__150,NT317,SPIRE CAMBRIDGE LEA HOSPITAL,150,Neurosurgery,2016-01-01,2026-05-01,125,105,20,16.0,15,False,False,2026-05-01
NT332__170,NT332,SPIRE LEEDS HOSPITAL,170,Cardiothoracic Surgery,2016-01-01,2021-03-01,63,3,60,95.23809523809524,60,False,True,2021-03-01
NT418__400,NT418,BMI - THE HAMPSHIRE CLINIC,400,Neurology,2016-01-01,2016-01-01,1,1,0,0.0,0,True,True,2016-01-01
NT435__120,NT435,BMI - THE SHELBURNE HOSPITAL,120,ENT,2016-01-01,2016-01-01,1,1,0,0.0,0,True,True,2016-01-01
NT447__400,NT447,BMI THE DUCHY HOSPITAL,400,Neurology,2016-01-01,2026-05-01,125,118,7,5.6,2,False,False,2026-05-01
NT448__X01,NT448,BMI THE HUDDERSFIELD HOSPITAL,X01,Other,2016-01-01,2021-03-01,63,53,10,15.873015873015873,3,False,True,2021-03-01
NV323__320,NV323,CIRCLE READING HOSPITAL,320,Cardiology,2016-01-01,2023-03-01,87,7,80,91.95402298850574,75,False,True,2023-03-01
NVC08__330,NVC08,MOUNT STUART HOSPITAL,330,Dermatology,2016-01-01,2022-05-01,77,15,62,80.51948051948052,23,False,True,2022-05-01
NVC09__301,NVC09,NEW HALL HOSPITAL,301,Gastroenterology,2016-01-01,2026-05-01,125,121,4,3.2,4,False,False,2026-05-01
NVC13__300,NVC13,OAKS HOSPITAL,300,General Medicine,2016-01-01,2021-12-01,72,8,64,88.88888888888889,64,False,True,2021-12-01
NVC16__301,NVC16,RENACRES HOSPITAL,301,Gastroenterology,2016-01-01,2026-05-01,125,124,1,0.8,1,False,False,2026-05-01
NVC16__330,NVC16,RENACRES HOSPITAL,330,Dermatology,2016-01-01,2024-03-01,99,22,77,77.77777777777777,29,False,True,2024-03-01
NVC17__160,NVC17,ROWLEY HALL HOSPITAL,160,Plastic Surgery,2016-01-01,2021-02-01,62,10,52,83.87096774193549,16,False,True,2021-02-01
NVC18__410,NVC18,SPRINGFIELD HOSPITAL,410,Rheumatology,2016-01-01,2020-03-01,51,6,45,88.23529411764706,18,False,True,2020-03-01
NVC40__300,NVC40,WOODTHORPE HOSPITAL,300,General Medicine,2016-01-01,2026-05-01,125,17,108,86.4,46,False,False,2026-05-01
NYW01__300,NYW01,ASPEN - THE HOLLY,300,General Medicine,2016-01-01,2021-08-01,68,18,50,73.52941176470588,30,False,True,2021-08-01
NYW03__140,NYW03,ASPEN - HIGHGATE HOSPITAL,140,Oral Surgery,2016-01-01,2016-02-01,2,2,0,0.0,0,True,True,2016-02-01
NYW03__320,NYW03,ASPEN - HIGHGATE HOSPITAL,320,Cardiology,2016-01-01,2021-04-01,64,11,53,82.8125,53,False,True,2021-04-01
RAX__170,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,2016-01-01,2016-01-01,1,1,0,0.0,0,True,True,2016-01-01
RDU__170,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,2016-01-01,2020-03-01,51,16,35,68.62745098039215,16,False,True,2020-03-01
RE9__400,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,400,Neurology,2016-01-01,2017-01-01,13,9,4,30.76923076923077,4,True,True,2017-01-01
RGQ__170,RGQ,IPSWICH HOSPITAL NHS TRUST,170,Cardiothoracic Surgery,2016-01-01,2018-04-01,28,11,17,60.714285714285715,12,True,True,2018-04-01
RJ6__170,RJ6,CROYDON HEALTH SERVICES NHS TRUST,170,Cardiothoracic Surgery,2016-01-01,2017-12-01,24,18,6,25.0,6,True,True,2017-12-01
RV9__100,RV9,HUMBER NHS FOUNDATION TRUST,100,General Surgery,2016-01-01,2019-04-01,40,9,31,77.5,19,False,True,2019-04-01
RV9__110,RV9,HUMBER NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2016-01-01,2021-01-01,61,61,0,0.0,0,False,True,2021-01-01
RV9__120,RV9,HUMBER NHS FOUNDATION TRUST,120,ENT,2016-01-01,2020-12-01,60,60,0,0.0,0,False,True,2020-12-01
RV9__130,RV9,HUMBER NHS FOUNDATION TRUST,130,Ophthalmology,2016-01-01,2017-10-01,22,20,2,9.090909090909092,2,True,True,2017-10-01
RV9__300,RV9,HUMBER NHS FOUNDATION TRUST,300,General Medicine,2016-01-01,2017-01-01,13,4,9,69.23076923076923,9,True,True,2017-01-01
RV9__320,RV9,HUMBER NHS FOUNDATION TRUST,320,Cardiology,2016-01-01,2021-01-01,61,61,0,0.0,0,False,True,2021-01-01
RV9__340,RV9,HUMBER NHS FOUNDATION TRUST,340,Thoracic Medicine,2016-01-01,2020-11-01,59,59,0,0.0,0,False,True,2020-11-01
RV9__502,RV9,HUMBER NHS FOUNDATION TRUST,502,Gynaecology,2016-01-01,2021-01-01,61,61,0,0.0,0,False,True,2021-01-01
RV9__X01,RV9,HUMBER NHS FOUNDATION TRUST,X01,Other,2016-01-01,2021-01-01,61,61,0,0.0,0,False,True,2021-01-01
AAV02__130,AAV02,COMMUNITY HEALTH AND EYECARE LIMITED (PRESTON),130,Ophthalmology,2016-02-01,2022-03-01,74,74,0,0.0,0,False,True,2022-03-01
ADP02__330,ADP02,KIMS HOSPITAL LTD,330,Dermatology,2016-02-01,2019-05-01,40,4,36,90.0,36,False,True,2019-05-01
NLX__120,NLX,SIRONA CARE & HEALTH,120,ENT,2016-02-01,2023-04-01,87,6,81,93.10344827586206,38,False,True,2023-04-01
NN4__300,NN4,TYNESIDE SURGICAL SERVICES LTD,300,General Medicine,2016-02-01,2016-07-01,6,4,2,33.333333333333336,2,True,True,2016-07-01
NT212__140,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",140,Oral Surgery,2016-02-01,2025-11-01,118,30,88,74.57627118644068,45,False,True,2025-11-01
NT301__330,NT301,SPIRE SOUTH BANK HOSPITAL,330,Dermatology,2016-02-01,2016-08-01,7,3,4,57.142857142857146,4,True,True,2016-08-01
NT301__400,NT301,SPIRE SOUTH BANK HOSPITAL,400,Neurology,2016-02-01,2018-03-01,26,12,14,53.84615384615385,7,True,True,2018-03-01
NT344__130,NT344,SPIRE DUNEDIN HOSPITAL,130,Ophthalmology,2016-02-01,2016-05-01,4,4,0,0.0,0,True,True,2016-05-01
NT347__170,NT347,SPIRE FYLDE COAST HOSPITAL,170,Cardiothoracic Surgery,2016-02-01,2023-08-01,91,15,76,83.51648351648352,25,False,True,2023-08-01
NT351__101,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,101,Urology,2016-02-01,2026-05-01,124,84,40,32.25806451612903,18,False,False,2026-05-01
NT413__330,NT413,BMI - THE ESPERANCE HOSPITAL,330,Dermatology,2016-02-01,2016-02-01,1,1,0,0.0,0,True,True,2016-02-01
NT443__101,NT443,BMI - THE WINTERBOURNE HOSPITAL,101,Urology,2016-02-01,2019-06-01,41,6,35,85.36585365853658,35,False,True,2019-06-01
NT445__X01,NT445,BMI THE EDGBASTON HOSPITAL,X01,Other,2016-02-01,2021-03-01,62,52,10,16.129032258064516,7,False,True,2021-03-01
NVC15__160,NVC15,PINEHILL HOSPITAL,160,Plastic Surgery,2016-02-01,2026-03-01,122,38,84,68.85245901639344,45,False,True,2026-03-01
NVC15__410,NVC15,PINEHILL HOSPITAL,410,Rheumatology,2016-02-01,2025-09-01,116,10,106,91.37931034482759,28,False,True,2025-09-01
NVC18__400,NVC18,SPRINGFIELD HOSPITAL,400,Neurology,2016-02-01,2026-04-01,123,85,38,30.89430894308943,12,False,True,2026-04-01
NVM__340,NVM,EPSOMEDICAL GROUP,340,Thoracic Medicine,2016-02-01,2026-05-01,124,124,0,0.0,0,False,False,2026-05-01
NVM__X01,NVM,EPSOMEDICAL GROUP,X01,Other,2016-02-01,2021-03-01,62,62,0,0.0,0,False,True,2021-03-01
NWF01__400,NWF01,BENENDEN HOSPITAL,400,Neurology,2016-02-01,2016-03-01,2,2,0,0.0,0,True,True,2016-03-01
