trust_code,trust_name,specialty_code,specialty_name,forecast_month,baseline_predicted_backlog,patients_completed_per_session,max_feasible_additional_sessions,sessions_allocated,simulated_completed_pathways,remaining_backlog,unused_feasible_sessions,allocation_cost,percent_reduction
B3M1X,CLAREMONT PRIVATE HOSPITAL,502,Gynaecology Service,2027-05-01,40.89445495605469,7.0,6,0,0.0,40.894455,6.0,0.0,0.0
NAM01,PROBUS SURGICAL CENTRE,101,Urology Service,2027-05-01,40.75197219848633,8.0,6,0,0.0,40.751972,6.0,0.0,0.0
NVC44,THE WESTBOURNE CENTRE,110,Trauma and Orthopaedic Service,2027-05-01,40.576873779296875,6.0,7,0,0.0,40.576874,7.0,0.0,0.0
NT315,SPIRE BUSHEY HOSPITAL,100,General Surgery Service,2027-05-01,39.617774963378906,8.0,5,0,0.0,39.617775,5.0,0.0,0.0
NT404,BEAUMONT HOSPITAL,502,Gynaecology Service,2027-05-01,39.47685623168945,7.0,6,0,0.0,39.476856,6.0,0.0,0.0
NT406,BLACKHEATH HOSPITAL,502,Gynaecology Service,2027-05-01,39.19180679321289,7.0,6,0,0.0,39.191807,6.0,0.0,0.0
NWF01,BENENDEN HOSPITAL,100,General Surgery Service,2027-05-01,38.34907531738281,8.0,5,0,0.0,38.349075,5.0,0.0,0.0
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,38.05137634277344,8.0,5,0,0.0,38.051376,5.0,0.0,0.0
NT337,SPIRE LIVERPOOL HOSPITAL,101,Urology Service,2027-05-01,37.69903564453125,8.0,5,0,0.0,37.699036,5.0,0.0,0.0
NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",120,Ear Nose and Throat Service,2027-05-01,37.295654296875,8.0,5,0,0.0,37.295654,5.0,0.0,0.0
NVM,EPSOMEDICAL GROUP,110,Trauma and Orthopaedic Service,2027-05-01,37.087120056152344,6.0,7,0,0.0,37.08712,7.0,0.0,0.0
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,37.000205993652344,8.0,5,0,0.0,37.000206,5.0,0.0,0.0
ADP02,KIMS HOSPITAL (NEWNHAM COURT),502,Gynaecology Service,2027-05-01,36.774959564208984,7.0,6,0,0.0,36.77496,6.0,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",160,Plastic Surgery Service,2027-05-01,36.69102478027344,8.0,5,0,0.0,36.691025,5.0,0.0,0.0
NT318,SPIRE NORWICH HOSPITAL,100,General Surgery Service,2027-05-01,36.487693786621094,8.0,5,0,0.0,36.487694,5.0,0.0,0.0
NT422,LONDON INDEPENDENT HOSPITAL,101,Urology Service,2027-05-01,35.98886489868164,8.0,5,0,0.0,35.988865,5.0,0.0,0.0
NT337,SPIRE LIVERPOOL HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,35.135311126708984,8.0,5,0,0.0,35.135311,5.0,0.0,0.0
NVC1H,STOURSIDE HOSPITAL,101,Urology Service,2027-05-01,35.1274528503418,8.0,5,0,0.0,35.127453,5.0,0.0,0.0
NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",100,General Surgery Service,2027-05-01,34.830039978027344,8.0,5,0,0.0,34.83004,5.0,0.0,0.0
NVC40,WOODTHORPE HOSPITAL,101,Urology Service,2027-05-01,34.649837493896484,8.0,5,0,0.0,34.649837,5.0,0.0,0.0
B3M1X,CLAREMONT PRIVATE HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,34.637020111083984,8.0,5,0,0.0,34.63702,5.0,0.0,0.0
NT423,MANOR HOSPITAL,502,Gynaecology Service,2027-05-01,34.50727081298828,7.0,5,0,0.0,34.507271,5.0,0.0,0.0
NVC23,WOODLAND HOSPITAL,101,Urology Service,2027-05-01,34.37253952026367,8.0,5,0,0.0,34.37254,5.0,0.0,0.0
AAH,TETBURY HOSPITAL TRUST LTD,140,Oral Surgery Service,2027-05-01,34.09343719482422,8.0,5,0,0.0,34.093437,5.0,0.0,0.0
NVC11,NORTH DOWNS HOSPITAL,502,Gynaecology Service,2027-05-01,33.705596923828125,7.0,5,0,0.0,33.705597,5.0,0.0,0.0
NVC19,RIVERS HOSPITAL,502,Gynaecology Service,2027-05-01,33.61726379394531,7.0,5,0,0.0,33.617264,5.0,0.0,0.0
NT351,SPIRE HULL AND EAST RIDING HOSPITAL,150,Neurosurgical Service,2027-05-01,33.59058380126953,8.0,5,0,0.0,33.590584,5.0,0.0,0.0
NVC18,SPRINGFIELD HOSPITAL,502,Gynaecology Service,2027-05-01,33.45585250854492,7.0,5,0,0.0,33.455853,5.0,0.0,0.0
NVC23,WOODLAND HOSPITAL,502,Gynaecology Service,2027-05-01,33.44916534423828,7.0,5,0,0.0,33.449165,5.0,0.0,0.0
NT332,SPIRE LEEDS HOSPITAL,160,Plastic Surgery Service,2027-05-01,33.023887634277344,8.0,5,0,0.0,33.023888,5.0,0.0,0.0
NT324,SPIRE CHESHIRE HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,32.83509063720703,8.0,5,0,0.0,32.835091,5.0,0.0,0.0
AAH,TETBURY HOSPITAL TRUST LTD,100,General Surgery Service,2027-05-01,32.57108688354492,8.0,5,0,0.0,32.571087,5.0,0.0,0.0
G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,160,Plastic Surgery Service,2027-05-01,32.41083908081055,8.0,5,0,0.0,32.410839,5.0,0.0,0.0
NT409,CHELSFIELD PARK HOSPITAL,100,General Surgery Service,2027-05-01,32.14795684814453,8.0,5,0,0.0,32.147957,5.0,0.0,0.0
NVC17,ROWLEY HALL HOSPITAL,100,General Surgery Service,2027-05-01,32.07190704345703,8.0,5,0,0.0,32.071907,5.0,0.0,0.0
B3M1X,CLAREMONT PRIVATE HOSPITAL,101,Urology Service,2027-05-01,31.98330307006836,8.0,4,0,0.0,31.983303,4.0,0.0,0.0
NT403,BEARDWOOD HOSPITAL,502,Gynaecology Service,2027-05-01,31.786903381347656,7.0,5,0,0.0,31.786903,5.0,0.0,0.0
NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,120,Ear Nose and Throat Service,2027-05-01,31.731353759765625,8.0,4,0,0.0,31.731354,4.0,0.0,0.0
NT320,SPIRE PARKWAY HOSPITAL,100,General Surgery Service,2027-05-01,31.335872650146484,8.0,4,0,0.0,31.335873,4.0,0.0,0.0
NVC15,PINEHILL HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,31.003143310546875,8.0,4,0,0.0,31.003143,4.0,0.0,0.0
NT3X3,SPIRE ST ANTHONY'S HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,30.925167083740234,6.0,6,0,0.0,30.925167,6.0,0.0,0.0
NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,30.583528518676758,6.0,6,0,0.0,30.583529,6.0,0.0,0.0
NT435,SHELBURNE HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,30.108842849731445,6.0,6,0,0.0,30.108843,6.0,0.0,0.0
NEY,PIONEER HEALTHCARE LIMITED,110,Trauma and Orthopaedic Service,2027-05-01,30.10728645324707,6.0,6,0,0.0,30.107286,6.0,0.0,0.0
NVC20,THE YORKSHIRE CLINIC,502,Gynaecology Service,2027-05-01,30.054584503173828,7.0,5,0,0.0,30.054585,5.0,0.0,0.0
NVC0Y,EXETER MEDICAL,101,Urology Service,2027-05-01,30.052688598632812,8.0,4,0,0.0,30.052689,4.0,0.0,0.0
NT324,SPIRE CHESHIRE HOSPITAL,160,Plastic Surgery Service,2027-05-01,29.5529727935791,8.0,4,0,0.0,29.552973,4.0,0.0,0.0
NT312,SPIRE ALEXANDRA HOSPITAL,100,General Surgery Service,2027-05-01,29.417346954345703,8.0,4,0,0.0,29.417347,4.0,0.0,0.0
NVC0I,BEACON PARK HOSPITAL,101,Urology Service,2027-05-01,29.122352600097656,8.0,4,0,0.0,29.122353,4.0,0.0,0.0
NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,101,Urology Service,2027-05-01,28.85994529724121,8.0,4,0,0.0,28.859945,4.0,0.0,0.0
NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,160,Plastic Surgery Service,2027-05-01,28.718595504760742,8.0,4,0,0.0,28.718596,4.0,0.0,0.0
NVC13,OAKS HOSPITAL,100,General Surgery Service,2027-05-01,28.51272964477539,8.0,4,0,0.0,28.51273,4.0,0.0,0.0
RBV,THE CHRISTIE NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,28.366117477416992,7.0,5,0,0.0,28.366117,5.0,0.0,0.0
NVC0I,BEACON PARK HOSPITAL,502,Gynaecology Service,2027-05-01,28.331844329833984,7.0,5,0,0.0,28.331844,5.0,0.0,0.0
NT404,BEAUMONT HOSPITAL,101,Urology Service,2027-05-01,27.992372512817383,8.0,4,0,0.0,27.992373,4.0,0.0,0.0
ADP02,KIMS HOSPITAL (NEWNHAM COURT),100,General Surgery Service,2027-05-01,27.506237030029297,8.0,4,0,0.0,27.506237,4.0,0.0,0.0
NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,120,Ear Nose and Throat Service,2027-05-01,27.377113342285156,8.0,4,0,0.0,27.377113,4.0,0.0,0.0
H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,26.979488372802734,8.0,4,0,0.0,26.979488,4.0,0.0,0.0
NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,502,Gynaecology Service,2027-05-01,26.839445114135742,7.0,4,0,0.0,26.839445,4.0,0.0,0.0
NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",101,Urology Service,2027-05-01,26.664161682128906,8.0,4,0,0.0,26.664162,4.0,0.0,0.0
NT490,SOUTHEND PRIVATE HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,26.627178192138672,6.0,5,0,0.0,26.627178,5.0,0.0,0.0
NT345,SPIRE CLARE PARK HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,26.586441040039062,6.0,5,0,0.0,26.586441,5.0,0.0,0.0
R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,100,General Surgery Service,2027-05-01,26.536605834960938,8.0,4,0,0.0,26.536606,4.0,0.0,0.0
NVC27,BOSTON WEST HOSPITAL,101,Urology Service,2027-05-01,26.526260375976562,8.0,4,0,0.0,26.52626,4.0,0.0,0.0
NEY,PIONEER HEALTHCARE LIMITED,150,Neurosurgical Service,2027-05-01,26.476940155029297,8.0,4,0,0.0,26.47694,4.0,0.0,0.0
NT316,SPIRE HARPENDEN HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,26.4464168548584,8.0,4,0,0.0,26.446417,4.0,0.0,0.0
NVC05,EUXTON HALL HOSPITAL,502,Gynaecology Service,2027-05-01,26.30447769165039,7.0,4,0,0.0,26.304478,4.0,0.0,0.0
NT314,SPIRE LONDON EAST,502,Gynaecology Service,2027-05-01,26.157094955444336,7.0,4,0,0.0,26.157095,4.0,0.0,0.0
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,26.054399490356445,8.0,4,0,0.0,26.054399,4.0,0.0,0.0
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,25.668556213378906,8.0,4,0,0.0,25.668556,4.0,0.0,0.0
RCF,AIREDALE NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,25.655086517333984,8.0,4,0,0.0,25.655087,4.0,0.0,0.0
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,25.563127517700195,8.0,4,0,0.0,25.563128,4.0,0.0,0.0
NT455,MOUNT ALVERNIA HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,25.435001373291016,6.0,5,0,0.0,25.435001,5.0,0.0,0.0
NVC0Y,EXETER MEDICAL,110,Trauma and Orthopaedic Service,2027-05-01,25.219785690307617,6.0,5,0,0.0,25.219786,5.0,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,170,Cardiothoracic Surgery Service,2027-05-01,24.711061477661133,8.0,4,0,0.0,24.711061,4.0,0.0,0.0
NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",100,General Surgery Service,2027-05-01,24.699901580810547,8.0,4,0,0.0,24.699902,4.0,0.0,0.0
NTE02,ST HUGH'S HOSPITAL,101,Urology Service,2027-05-01,24.519943237304688,8.0,4,0,0.0,24.519943,4.0,0.0,0.0
NT431,RUNNYMEDE HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,24.516281127929688,6.0,5,0,0.0,24.516281,5.0,0.0,0.0
NT409,CHELSFIELD PARK HOSPITAL,502,Gynaecology Service,2027-05-01,24.072113037109375,7.0,4,0,0.0,24.072113,4.0,0.0,0.0
NT315,SPIRE BUSHEY HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,23.900997161865234,8.0,3,0,0.0,23.900997,3.0,0.0,0.0
NT443,WINTERBOURNE HOSPITAL,100,General Surgery Service,2027-05-01,23.868745803833008,8.0,3,0,0.0,23.868746,3.0,0.0,0.0
NT437,SLOANE HOSPITAL,100,General Surgery Service,2027-05-01,23.81773567199707,8.0,3,0,0.0,23.817736,3.0,0.0,0.0
NVC01,ASHTEAD HOSPITAL,502,Gynaecology Service,2027-05-01,23.76775360107422,7.0,4,0,0.0,23.767754,4.0,0.0,0.0
NT313,SPIRE WELLESLEY HOSPITAL,100,General Surgery Service,2027-05-01,23.754404067993164,8.0,3,0,0.0,23.754404,3.0,0.0,0.0
NT416,HENDON HOSPITAL,502,Gynaecology Service,2027-05-01,23.461353302001953,7.0,4,0,0.0,23.461353,4.0,0.0,0.0
NT448,HUDDERSFIELD PRIVATE HOSPITAL,502,Gynaecology Service,2027-05-01,23.42894172668457,7.0,4,0,0.0,23.428942,4.0,0.0,0.0
NVC01,ASHTEAD HOSPITAL,101,Urology Service,2027-05-01,23.414968490600586,8.0,3,0,0.0,23.414968,3.0,0.0,0.0
NVC27,BOSTON WEST HOSPITAL,502,Gynaecology Service,2027-05-01,23.152650833129883,7.0,4,0,0.0,23.152651,4.0,0.0,0.0
NT30A,SPIRE NOTTINGHAM HOSPITAL,100,General Surgery Service,2027-05-01,23.14914321899414,8.0,3,0,0.0,23.149143,3.0,0.0,0.0
NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,100,General Surgery Service,2027-05-01,23.077011108398438,8.0,3,0,0.0,23.077011,3.0,0.0,0.0
NVC09,NEW HALL HOSPITAL,502,Gynaecology Service,2027-05-01,23.067121505737305,7.0,4,0,0.0,23.067122,4.0,0.0,0.0
NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",100,General Surgery Service,2027-05-01,22.880735397338867,8.0,3,0,0.0,22.880735,3.0,0.0,0.0
NT408,CHAUCER HOSPITAL,100,General Surgery Service,2027-05-01,22.42677116394043,8.0,3,0,0.0,22.426771,3.0,0.0,0.0
NVC09,NEW HALL HOSPITAL,101,Urology Service,2027-05-01,22.250558853149414,8.0,3,0,0.0,22.250559,3.0,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,150,Neurosurgical Service,2027-05-01,22.111989974975586,8.0,3,0,0.0,22.11199,3.0,0.0,0.0
NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",160,Plastic Surgery Service,2027-05-01,21.82229232788086,8.0,3,0,0.0,21.822292,3.0,0.0,0.0
NT333,SPIRE WASHINGTON HOSPITAL,150,Neurosurgical Service,2027-05-01,21.78333282470703,8.0,3,0,0.0,21.783333,3.0,0.0,0.0
NT347,SPIRE FYLDE COAST HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,21.422046661376953,8.0,3,0,0.0,21.422047,3.0,0.0,0.0
NT403,BEARDWOOD HOSPITAL,101,Urology Service,2027-05-01,21.405330657958984,8.0,3,0,0.0,21.405331,3.0,0.0,0.0
H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,502,Gynaecology Service,2027-05-01,21.362552642822266,7.0,4,0,0.0,21.362553,4.0,0.0,0.0
NT308,SPIRE GATWICK PARK HOSPITAL,100,General Surgery Service,2027-05-01,21.25276756286621,8.0,3,0,0.0,21.252768,3.0,0.0,0.0
NT406,BLACKHEATH HOSPITAL,100,General Surgery Service,2027-05-01,21.03291893005371,8.0,3,0,0.0,21.032919,3.0,0.0,0.0
NLE01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,101,Urology Service,2027-05-01,20.70458984375,8.0,3,0,0.0,20.70459,3.0,0.0,0.0
NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",502,Gynaecology Service,2027-05-01,20.668685913085938,7.0,3,0,0.0,20.668686,3.0,0.0,0.0
NT423,MANOR HOSPITAL,100,General Surgery Service,2027-05-01,20.454193115234375,8.0,3,0,0.0,20.454193,3.0,0.0,0.0
NT315,SPIRE BUSHEY HOSPITAL,502,Gynaecology Service,2027-05-01,20.423856735229492,7.0,3,0,0.0,20.423857,3.0,0.0,0.0
NVC11,NORTH DOWNS HOSPITAL,101,Urology Service,2027-05-01,20.40570068359375,8.0,3,0,0.0,20.405701,3.0,0.0,0.0
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,101,Urology Service,2027-05-01,20.086868286132812,8.0,3,0,0.0,20.086868,3.0,0.0,0.0
NT418,HAMPSHIRE CLINIC,502,Gynaecology Service,2027-05-01,19.906044006347656,7.0,3,0,0.0,19.906044,3.0,0.0,0.0
NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",100,General Surgery Service,2027-05-01,19.782182693481445,8.0,3,0,0.0,19.782183,3.0,0.0,0.0
NN4,TYNESIDE SURGICAL SERVICES LTD,101,Urology Service,2027-05-01,19.562435150146484,8.0,3,0,0.0,19.562435,3.0,0.0,0.0
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,19.53068733215332,8.0,3,0,0.0,19.530687,3.0,0.0,0.0
NVC19,RIVERS HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,19.054420471191406,8.0,3,0,0.0,19.05442,3.0,0.0,0.0
NT404,BEAUMONT HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,18.51469612121582,8.0,3,0,0.0,18.514696,3.0,0.0,0.0
AAH,TETBURY HOSPITAL TRUST LTD,120,Ear Nose and Throat Service,2027-05-01,18.40843963623047,8.0,3,0,0.0,18.40844,3.0,0.0,0.0
NT427,PARK HOSPITAL,100,General Surgery Service,2027-05-01,18.35489273071289,8.0,3,0,0.0,18.354893,3.0,0.0,0.0
RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,170,Cardiothoracic Surgery Service,2027-05-01,18.352243423461914,8.0,3,0,0.0,18.352243,3.0,0.0,0.0
AAH,TETBURY HOSPITAL TRUST LTD,110,Trauma and Orthopaedic Service,2027-05-01,18.177793502807617,6.0,4,0,0.0,18.177794,4.0,0.0,0.0
NVC0Y,EXETER MEDICAL,160,Plastic Surgery Service,2027-05-01,17.534452438354492,8.0,3,0,0.0,17.534452,3.0,0.0,0.0
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,17.504091262817383,8.0,3,0,0.0,17.504091,3.0,0.0,0.0
NT324,SPIRE CHESHIRE HOSPITAL,101,Urology Service,2027-05-01,17.37189292907715,8.0,3,0,0.0,17.371893,3.0,0.0,0.0
NT403,BEARDWOOD HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,17.164976119995117,8.0,3,0,0.0,17.164976,3.0,0.0,0.0
NWF01,BENENDEN HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,17.145151138305664,8.0,3,0,0.0,17.145151,3.0,0.0,0.0
RWJ,STOCKPORT NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,16.664289474487305,8.0,3,0,0.0,16.664289,3.0,0.0,0.0
NVC23,WOODLAND HOSPITAL,160,Plastic Surgery Service,2027-05-01,16.53246307373047,8.0,3,0,0.0,16.532463,3.0,0.0,0.0
NVC09,NEW HALL HOSPITAL,100,General Surgery Service,2027-05-01,16.445104598999023,8.0,3,0,0.0,16.445105,3.0,0.0,0.0
NT428,PRINCESS MARGARET HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,16.43391990661621,6.0,3,0,0.0,16.43392,3.0,0.0,0.0
NT347,SPIRE FYLDE COAST HOSPITAL,101,Urology Service,2027-05-01,16.430749893188477,8.0,3,0,0.0,16.43075,3.0,0.0,0.0
NVC17,ROWLEY HALL HOSPITAL,101,Urology Service,2027-05-01,16.357118606567383,8.0,3,0,0.0,16.357119,3.0,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,150,Neurosurgical Service,2027-05-01,16.35481834411621,8.0,3,0,0.0,16.354818,3.0,0.0,0.0
NT337,SPIRE LIVERPOOL HOSPITAL,160,Plastic Surgery Service,2027-05-01,16.00288200378418,8.0,3,0,0.0,16.002882,3.0,0.0,0.0
NT431,RUNNYMEDE HOSPITAL,100,General Surgery Service,2027-05-01,15.775850296020508,8.0,2,0,0.0,15.77585,2.0,0.0,0.0
NT446,ST EDMUNDS HOSPITAL,100,General Surgery Service,2027-05-01,15.70964241027832,8.0,2,0,0.0,15.709642,2.0,0.0,0.0
NVC13,OAKS HOSPITAL,502,Gynaecology Service,2027-05-01,15.611909866333008,7.0,3,0,0.0,15.61191,3.0,0.0,0.0
NT304,SPIRE SOUTHAMPTON HOSPITAL,100,General Surgery Service,2027-05-01,15.590108871459961,8.0,2,0,0.0,15.590109,2.0,0.0,0.0
NT437,SLOANE HOSPITAL,101,Urology Service,2027-05-01,15.546976089477539,8.0,2,0,0.0,15.546976,2.0,0.0,0.0
NN4,TYNESIDE SURGICAL SERVICES LTD,502,Gynaecology Service,2027-05-01,15.402629852294922,7.0,3,0,0.0,15.40263,3.0,0.0,0.0
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,160,Plastic Surgery Service,2027-05-01,15.311887741088867,8.0,2,0,0.0,15.311888,2.0,0.0,0.0
NT451,CAVELL HOSPITAL,100,General Surgery Service,2027-05-01,15.287452697753906,8.0,2,0,0.0,15.287453,2.0,0.0,0.0
NT416,HENDON HOSPITAL,101,Urology Service,2027-05-01,15.260675430297852,8.0,2,0,0.0,15.260675,2.0,0.0,0.0
NWF01,BENENDEN HOSPITAL,101,Urology Service,2027-05-01,15.041053771972656,8.0,2,0,0.0,15.041054,2.0,0.0,0.0
NT312,SPIRE ALEXANDRA HOSPITAL,502,Gynaecology Service,2027-05-01,14.894222259521484,7.0,3,0,0.0,14.894222,3.0,0.0,0.0
NT422,LONDON INDEPENDENT HOSPITAL,502,Gynaecology Service,2027-05-01,14.8778076171875,7.0,3,0,0.0,14.877808,3.0,0.0,0.0
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2027-05-01,14.612071990966797,8.0,2,0,0.0,14.612072,2.0,0.0,0.0
NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",100,General Surgery Service,2027-05-01,14.442400932312012,8.0,2,0,0.0,14.442401,2.0,0.0,0.0
NT449,LANCASTER PRIVATE HOSPITAL,502,Gynaecology Service,2027-05-01,14.324382781982422,7.0,3,0,0.0,14.324383,3.0,0.0,0.0
NT345,SPIRE CLARE PARK HOSPITAL,100,General Surgery Service,2027-05-01,14.12582778930664,8.0,2,0,0.0,14.125828,2.0,0.0,0.0
NVC0I,BEACON PARK HOSPITAL,100,General Surgery Service,2027-05-01,14.117560386657715,8.0,2,0,0.0,14.11756,2.0,0.0,0.0
NT344,SPIRE DUNEDIN HOSPITAL,100,General Surgery Service,2027-05-01,14.110465049743652,8.0,2,0,0.0,14.110465,2.0,0.0,0.0
NT430,RIDGEWAY HOSPITAL,100,General Surgery Service,2027-05-01,14.033562660217285,8.0,2,0,0.0,14.033563,2.0,0.0,0.0
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,100,General Surgery Service,2027-05-01,13.7461576461792,8.0,2,0,0.0,13.746158,2.0,0.0,0.0
NT441,THREE SHIRES HOSPITAL,150,Neurosurgical Service,2027-05-01,13.660664558410645,8.0,2,0,0.0,13.660665,2.0,0.0,0.0
NVC12,OAKLANDS HOSPITAL,101,Urology Service,2027-05-01,13.658105850219727,8.0,2,0,0.0,13.658106,2.0,0.0,0.0
NT411,CLEMENTINE CHURCHILL HOSPITAL,502,Gynaecology Service,2027-05-01,13.638384819030762,7.0,2,0,0.0,13.638385,2.0,0.0,0.0
NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",100,General Surgery Service,2027-05-01,13.61479663848877,8.0,2,0,0.0,13.614797,2.0,0.0,0.0
NT447,DUCHY HOSPITAL,100,General Surgery Service,2027-05-01,13.521923065185547,8.0,2,0,0.0,13.521923,2.0,0.0,0.0
NT430,RIDGEWAY HOSPITAL,502,Gynaecology Service,2027-05-01,13.40755844116211,7.0,2,0,0.0,13.407558,2.0,0.0,0.0
AAH,TETBURY HOSPITAL TRUST LTD,502,Gynaecology Service,2027-05-01,13.294623374938965,7.0,2,0,0.0,13.294623,2.0,0.0,0.0
NT448,HUDDERSFIELD PRIVATE HOSPITAL,101,Urology Service,2027-05-01,13.176725387573242,8.0,2,0,0.0,13.176725,2.0,0.0,0.0
NT440,THORNBURY HOSPITAL,502,Gynaecology Service,2027-05-01,12.996236801147461,7.0,2,0,0.0,12.996237,2.0,0.0,0.0
NT320,SPIRE PARKWAY HOSPITAL,502,Gynaecology Service,2027-05-01,12.917369842529297,7.0,2,0,0.0,12.91737,2.0,0.0,0.0
NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",150,Neurosurgical Service,2027-05-01,12.679917335510254,8.0,2,0,0.0,12.679917,2.0,0.0,0.0
NT406,BLACKHEATH HOSPITAL,101,Urology Service,2027-05-01,12.651803016662598,8.0,2,0,0.0,12.651803,2.0,0.0,0.0
RJN,EAST CHESHIRE NHS TRUST,160,Plastic Surgery Service,2027-05-01,12.583683013916016,8.0,2,0,0.0,12.583683,2.0,0.0,0.0
NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",150,Neurosurgical Service,2027-05-01,12.571097373962402,8.0,2,0,0.0,12.571097,2.0,0.0,0.0
NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",150,Neurosurgical Service,2027-05-01,12.528938293457031,8.0,2,0,0.0,12.528938,2.0,0.0,0.0
NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",160,Plastic Surgery Service,2027-05-01,12.213215827941895,8.0,2,0,0.0,12.213216,2.0,0.0,0.0
RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,12.182394981384277,8.0,2,0,0.0,12.182395,2.0,0.0,0.0
NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",100,General Surgery Service,2027-05-01,12.1763277053833,8.0,2,0,0.0,12.176328,2.0,0.0,0.0
NT317,SPIRE CAMBRIDGE LEA HOSPITAL,100,General Surgery Service,2027-05-01,12.161947250366211,8.0,2,0,0.0,12.161947,2.0,0.0,0.0
NT428,PRINCESS MARGARET HOSPITAL,100,General Surgery Service,2027-05-01,12.070578575134277,8.0,2,0,0.0,12.070579,2.0,0.0,0.0
