trust_code,trust_name,specialty_code,specialty_name,forecast_month,baseline_predicted_backlog,patients_completed_per_session,max_feasible_additional_sessions,sessions_allocated,simulated_completed_pathways,remaining_backlog,unused_feasible_sessions,allocation_cost,percent_reduction
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,718.61767578125,8.0,12,0,0.0,718.61768,12.0,0.0,0.0
RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,714.1328125,8.0,12,0,0.0,714.13281,12.0,0.0,0.0
NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,110,Trauma and Orthopaedic Service,2027-05-01,713.5792236328125,6.0,12,0,0.0,713.57922,12.0,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,712.5216674804688,8.0,12,0,0.0,712.52167,12.0,0.0,0.0
RCF,AIREDALE NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,710.1785888671875,8.0,12,0,0.0,710.17859,12.0,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,705.95361328125,8.0,12,0,0.0,705.95361,12.0,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,705.3983154296875,8.0,12,0,0.0,705.39832,12.0,0.0,0.0
RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,140,Oral Surgery Service,2027-05-01,697.781982421875,8.0,12,0,0.0,697.78198,12.0,0.0,0.0
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,140,Oral Surgery Service,2027-05-01,697.3369750976562,8.0,12,0,0.0,697.33698,12.0,0.0,0.0
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,693.6134033203125,8.0,12,0,0.0,693.6134,12.0,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,691.26806640625,8.0,12,0,0.0,691.26807,12.0,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,690.3272705078125,8.0,12,0,0.0,690.32727,12.0,0.0,0.0
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,687.4563598632812,7.0,12,0,0.0,687.45636,12.0,0.0,0.0
RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,687.429443359375,7.0,12,0,0.0,687.42944,12.0,0.0,0.0
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,502,Gynaecology Service,2027-05-01,686.9657592773438,7.0,12,0,0.0,686.96576,12.0,0.0,0.0
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,684.5219116210938,8.0,12,0,0.0,684.52191,12.0,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,680.1248168945312,8.0,12,0,0.0,680.12482,12.0,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,678.9789428710938,8.0,12,0,0.0,678.97894,12.0,0.0,0.0
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,678.5880126953125,8.0,12,0,0.0,678.58801,12.0,0.0,0.0
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,502,Gynaecology Service,2027-05-01,674.6244506835938,7.0,12,0,0.0,674.62445,12.0,0.0,0.0
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,101,Urology Service,2027-05-01,672.0308837890625,8.0,12,0,0.0,672.03088,12.0,0.0,0.0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,671.656494140625,8.0,12,0,0.0,671.65649,12.0,0.0,0.0
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,669.009765625,7.0,12,0,0.0,669.00977,12.0,0.0,0.0
NN8,SPENCER PRIVATE HOSPITALS LTD,110,Trauma and Orthopaedic Service,2027-05-01,668.6424560546875,6.0,12,0,0.0,668.64246,12.0,0.0,0.0
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,502,Gynaecology Service,2027-05-01,664.2225341796875,7.0,12,0,0.0,664.22253,12.0,0.0,0.0
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,663.041015625,7.0,12,0,0.0,663.04102,12.0,0.0,0.0
NVC09,NEW HALL HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,657.6544799804688,6.0,12,0,0.0,657.65448,12.0,0.0,0.0
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,657.2064819335938,7.0,12,0,0.0,657.20648,12.0,0.0,0.0
RXF,MID YORKSHIRE TEACHING NHS TRUST,502,Gynaecology Service,2027-05-01,652.3290405273438,7.0,12,0,0.0,652.32904,12.0,0.0,0.0
NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,110,Trauma and Orthopaedic Service,2027-05-01,650.578125,6.0,12,0,0.0,650.57813,12.0,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,648.7261962890625,6.0,12,0,0.0,648.7262,12.0,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,646.37744140625,7.0,12,0,0.0,646.37744,12.0,0.0,0.0
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,646.007080078125,8.0,12,0,0.0,646.00708,12.0,0.0,0.0
RBK,WALSALL HEALTHCARE NHS TRUST,502,Gynaecology Service,2027-05-01,643.8234252929688,7.0,12,0,0.0,643.82343,12.0,0.0,0.0
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,642.4068603515625,8.0,12,0,0.0,642.40686,12.0,0.0,0.0
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,641.8610229492188,8.0,12,0,0.0,641.86102,12.0,0.0,0.0
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,101,Urology Service,2027-05-01,641.01123046875,8.0,12,0,0.0,641.01123,12.0,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,160,Plastic Surgery Service,2027-05-01,640.9754028320312,8.0,12,0,0.0,640.9754,12.0,0.0,0.0
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,637.7902221679688,8.0,12,0,0.0,637.79022,12.0,0.0,0.0
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,632.81396484375,7.0,12,0,0.0,632.81396,12.0,0.0,0.0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,631.9749755859375,7.0,12,0,0.0,631.97498,12.0,0.0,0.0
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,150,Neurosurgical Service,2027-05-01,630.2017822265625,8.0,12,0,0.0,630.20178,12.0,0.0,0.0
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,629.2886962890625,7.0,12,0,0.0,629.2887,12.0,0.0,0.0
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,2027-05-01,628.7281494140625,7.0,12,0,0.0,628.72815,12.0,0.0,0.0
NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,140,Oral Surgery Service,2027-05-01,628.061279296875,8.0,12,0,0.0,628.06128,12.0,0.0,0.0
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,625.8182983398438,7.0,12,0,0.0,625.8183,12.0,0.0,0.0
RA2,ROYAL SURREY NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,622.7180786132812,8.0,12,0,0.0,622.71808,12.0,0.0,0.0
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,101,Urology Service,2027-05-01,621.8173217773438,8.0,12,0,0.0,621.81732,12.0,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,101,Urology Service,2027-05-01,620.530029296875,8.0,12,0,0.0,620.53003,12.0,0.0,0.0
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,620.1048583984375,8.0,12,0,0.0,620.10486,12.0,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,619.3113403320312,7.0,12,0,0.0,619.31134,12.0,0.0,0.0
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,617.6185302734375,8.0,12,0,0.0,617.61853,12.0,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,615.3087158203125,8.0,12,0,0.0,615.30872,12.0,0.0,0.0
NVC40,WOODTHORPE HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,613.5775756835938,6.0,12,0,0.0,613.57758,12.0,0.0,0.0
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,110,Trauma and Orthopaedic Service,2027-05-01,606.7451782226562,6.0,12,0,0.0,606.74518,12.0,0.0,0.0
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,603.6214599609375,7.0,12,0,0.0,603.62146,12.0,0.0,0.0
RPA,MEDWAY NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,601.720458984375,7.0,12,0,0.0,601.72046,12.0,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,600.8324584960938,8.0,12,0,0.0,600.83246,12.0,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,150,Neurosurgical Service,2027-05-01,599.0807495117188,8.0,12,0,0.0,599.08075,12.0,0.0,0.0
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,593.7653198242188,8.0,12,0,0.0,593.76532,12.0,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,592.1515502929688,8.0,12,0,0.0,592.15155,12.0,0.0,0.0
RWJ,STOCKPORT NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,591.1209106445312,8.0,12,0,0.0,591.12091,12.0,0.0,0.0
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,584.3662109375,8.0,12,0,0.0,584.36621,12.0,0.0,0.0
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,581.4188842773438,7.0,12,0,0.0,581.41888,12.0,0.0,0.0
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,575.8028564453125,8.0,12,0,0.0,575.80286,12.0,0.0,0.0
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,571.4956665039062,8.0,12,0,0.0,571.49567,12.0,0.0,0.0
RJN,EAST CHESHIRE NHS TRUST,110,Trauma and Orthopaedic Service,2027-05-01,568.90380859375,6.0,12,0,0.0,568.90381,12.0,0.0,0.0
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,567.3810424804688,7.0,12,0,0.0,567.38104,12.0,0.0,0.0
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,566.8165283203125,7.0,12,0,0.0,566.81653,12.0,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,150,Neurosurgical Service,2027-05-01,565.423828125,8.0,12,0,0.0,565.42383,12.0,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,565.41650390625,7.0,12,0,0.0,565.4165,12.0,0.0,0.0
NVC06,FITZWILLIAM HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,563.3193969726562,6.0,12,0,0.0,563.3194,12.0,0.0,0.0
NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,561.5652465820312,6.0,12,0,0.0,561.56525,12.0,0.0,0.0
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,558.4090576171875,8.0,12,0,0.0,558.40906,12.0,0.0,0.0
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,556.5701904296875,8.0,12,0,0.0,556.57019,12.0,0.0,0.0
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,556.0713500976562,7.0,12,0,0.0,556.07135,12.0,0.0,0.0
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,553.9048461914062,8.0,12,0,0.0,553.90485,12.0,0.0,0.0
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",502,Gynaecology Service,2027-05-01,553.634765625,7.0,12,0,0.0,553.63477,12.0,0.0,0.0
RA2,ROYAL SURREY NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,553.3214111328125,8.0,12,0,0.0,553.32141,12.0,0.0,0.0
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,551.0324096679688,7.0,12,0,0.0,551.03241,12.0,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",120,Ear Nose and Throat Service,2027-05-01,547.2825927734375,8.0,12,0,0.0,547.28259,12.0,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,543.2822875976562,8.0,12,0,0.0,543.28229,12.0,0.0,0.0
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,543.1891479492188,8.0,12,0,0.0,543.18915,12.0,0.0,0.0
NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,110,Trauma and Orthopaedic Service,2027-05-01,540.1182250976562,6.0,12,0,0.0,540.11823,12.0,0.0,0.0
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,110,Trauma and Orthopaedic Service,2027-05-01,539.3787231445312,6.0,12,0,0.0,539.37872,12.0,0.0,0.0
NT245,"NUFFIELD HEALTH, YORK HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,537.2652587890625,6.0,12,0,0.0,537.26526,12.0,0.0,0.0
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,2027-05-01,536.1171875,7.0,12,0,0.0,536.11719,12.0,0.0,0.0
RNZ,SALISBURY NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,533.205322265625,7.0,12,0,0.0,533.20532,12.0,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,532.8402099609375,7.0,12,0,0.0,532.84021,12.0,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,101,Urology Service,2027-05-01,532.7709350585938,8.0,12,0,0.0,532.77094,12.0,0.0,0.0
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,527.6674194335938,8.0,12,0,0.0,527.66742,12.0,0.0,0.0
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,502,Gynaecology Service,2027-05-01,518.1629028320312,7.0,12,0,0.0,518.1629,12.0,0.0,0.0
RNZ,SALISBURY NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,513.2858276367188,8.0,12,0,0.0,513.28583,12.0,0.0,0.0
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,505.9774475097656,7.0,12,0,0.0,505.97745,12.0,0.0,0.0
NT302,SPIRE BRISTOL HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,505.61859130859375,6.0,12,0,0.0,505.61859,12.0,0.0,0.0
NTX,THE ONE HEALTH GROUP PLC,110,Trauma and Orthopaedic Service,2027-05-01,503.9879150390625,6.0,12,0,0.0,503.98792,12.0,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,502,Gynaecology Service,2027-05-01,500.1557922363281,7.0,12,0,0.0,500.15579,12.0,0.0,0.0
RRF,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST",502,Gynaecology Service,2027-05-01,496.7005615234375,7.0,12,0,0.0,496.70056,12.0,0.0,0.0
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,101,Urology Service,2027-05-01,495.0030517578125,8.0,12,0,0.0,495.00305,12.0,0.0,0.0
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,493.31414794921875,8.0,12,0,0.0,493.31415,12.0,0.0,0.0
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,489.4089050292969,8.0,12,0,0.0,489.40891,12.0,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,486.6054382324219,8.0,12,0,0.0,486.60544,12.0,0.0,0.0
RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2027-05-01,486.32904052734375,8.0,12,0,0.0,486.32904,12.0,0.0,0.0
RJ6,CROYDON HEALTH SERVICES NHS TRUST,140,Oral Surgery Service,2027-05-01,485.82135009765625,8.0,12,0,0.0,485.82135,12.0,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,100,General Surgery Service,2027-05-01,485.3252868652344,8.0,12,0,0.0,485.32529,12.0,0.0,0.0
ADP02,KIMS HOSPITAL (NEWNHAM COURT),110,Trauma and Orthopaedic Service,2027-05-01,484.7259826660156,6.0,12,0,0.0,484.72598,12.0,0.0,0.0
NT237,"NUFFIELD HEALTH, TEES HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,482.26971435546875,6.0,12,0,0.0,482.26971,12.0,0.0,0.0
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,481.2501525878906,8.0,12,0,0.0,481.25015,12.0,0.0,0.0
NVC25,THE CHERWELL HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,477.2648010253906,6.0,12,0,0.0,477.2648,12.0,0.0,0.0
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,2027-05-01,474.6629638671875,7.0,12,0,0.0,474.66296,12.0,0.0,0.0
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,473.8048095703125,8.0,12,0,0.0,473.80481,12.0,0.0,0.0
B3M1X,CLAREMONT PRIVATE HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,472.34063720703125,6.0,12,0,0.0,472.34064,12.0,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,502,Gynaecology Service,2027-05-01,471.350830078125,7.0,12,0,0.0,471.35083,12.0,0.0,0.0
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,470.4120788574219,7.0,12,0,0.0,470.41208,12.0,0.0,0.0
NT403,BEARDWOOD HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,469.7415771484375,6.0,12,0,0.0,469.74158,12.0,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",100,General Surgery Service,2027-05-01,469.1881408691406,8.0,12,0,0.0,469.18814,12.0,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,468.66961669921875,8.0,12,0,0.0,468.66962,12.0,0.0,0.0
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,160,Plastic Surgery Service,2027-05-01,468.04742431640625,8.0,12,0,0.0,468.04742,12.0,0.0,0.0
RA2,ROYAL SURREY NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,464.97418212890625,7.0,12,0,0.0,464.97418,12.0,0.0,0.0
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,464.8453369140625,8.0,12,0,0.0,464.84534,12.0,0.0,0.0
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,101,Urology Service,2027-05-01,463.9456787109375,8.0,12,0,0.0,463.94568,12.0,0.0,0.0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,463.3704833984375,8.0,12,0,0.0,463.37048,12.0,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,461.7685546875,7.0,12,0,0.0,461.76855,12.0,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,461.7407531738281,8.0,12,0,0.0,461.74075,12.0,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,140,Oral Surgery Service,2027-05-01,461.39666748046875,8.0,12,0,0.0,461.39667,12.0,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,461.19671630859375,8.0,12,0,0.0,461.19672,12.0,0.0,0.0
NT333,SPIRE WASHINGTON HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,460.6357421875,6.0,12,0,0.0,460.63574,12.0,0.0,0.0
NVC07,FULWOOD HALL HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,457.83721923828125,6.0,12,0,0.0,457.83722,12.0,0.0,0.0
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,100,General Surgery Service,2027-05-01,455.6431884765625,8.0,12,0,0.0,455.64319,12.0,0.0,0.0
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,453.0126037597656,8.0,12,0,0.0,453.0126,12.0,0.0,0.0
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,452.8255920410156,8.0,12,0,0.0,452.82559,12.0,0.0,0.0
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,140,Oral Surgery Service,2027-05-01,452.38262939453125,8.0,12,0,0.0,452.38263,12.0,0.0,0.0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,447.9776916503906,8.0,12,0,0.0,447.97769,12.0,0.0,0.0
NT441,THREE SHIRES HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,447.97467041015625,6.0,12,0,0.0,447.97467,12.0,0.0,0.0
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,446.8064270019531,8.0,12,0,0.0,446.80643,12.0,0.0,0.0
RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,502,Gynaecology Service,2027-05-01,443.9754638671875,7.0,12,0,0.0,443.97546,12.0,0.0,0.0
NT347,SPIRE FYLDE COAST HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,443.6780700683594,6.0,12,0,0.0,443.67807,12.0,0.0,0.0
NXM01,THE HORDER CENTRE - ST JOHNS ROAD,110,Trauma and Orthopaedic Service,2027-05-01,437.6097412109375,6.0,12,0,0.0,437.60974,12.0,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,150,Neurosurgical Service,2027-05-01,436.5189514160156,8.0,12,0,0.0,436.51895,12.0,0.0,0.0
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,436.322265625,8.0,12,0,0.0,436.32227,12.0,0.0,0.0
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,140,Oral Surgery Service,2027-05-01,432.2088317871094,8.0,12,0,0.0,432.20883,12.0,0.0,0.0
RLQ,WYE VALLEY NHS TRUST,502,Gynaecology Service,2027-05-01,431.79754638671875,7.0,12,0,0.0,431.79755,12.0,0.0,0.0
RWW,NORTH CHESHIRE AND MERSEY NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,431.3396301269531,7.0,12,0,0.0,431.33963,12.0,0.0,0.0
RWW,NORTH CHESHIRE AND MERSEY NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,430.4466857910156,8.0,12,0,0.0,430.44669,12.0,0.0,0.0
NVC16,RENACRES HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,428.7701416015625,6.0,12,0,0.0,428.77014,12.0,0.0,0.0
NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,428.1445617675781,6.0,12,0,0.0,428.14456,12.0,0.0,0.0
NVC23,WOODLAND HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,427.50982666015625,6.0,12,0,0.0,427.50983,12.0,0.0,0.0
RPA,MEDWAY NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,426.1352844238281,8.0,12,0,0.0,426.13528,12.0,0.0,0.0
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,423.4629211425781,8.0,12,0,0.0,423.46292,12.0,0.0,0.0
RJ6,CROYDON HEALTH SERVICES NHS TRUST,502,Gynaecology Service,2027-05-01,416.9952392578125,7.0,12,0,0.0,416.99524,12.0,0.0,0.0
NT351,SPIRE HULL AND EAST RIDING HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,416.8798522949219,6.0,12,0,0.0,416.87985,12.0,0.0,0.0
