trust_code,trust_name,specialty_code,specialty_name,baseline_predicted_backlog,sessions_allocated,simulated_completed_pathways,remaining_backlog,allocation_cost,percent_reduction
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,502,Gynaecology Service,8964.1240234375,0,0.0,8964.12404,0.0,0.0
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,100,General Surgery Service,3702.3025817871094,0,0.0,3702.30256,0.0,0.0
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,170,Cardiothoracic Surgery Service,3480.510711669922,0,0.0,3480.5107,0.0,0.0
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,160,Plastic Surgery Service,9903.730346679688,0,0.0,9903.73034,0.0,0.0
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,150,Neurosurgical Service,4458.669647216797,0,0.0,4458.66963,0.0,0.0
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,130,Ophthalmology Service,15559.94921875,0,0.0,15559.9493,0.0,0.0
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,120,Ear Nose and Throat Service,11470.340515136719,0,0.0,11470.34052,0.0,0.0
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,110,Trauma and Orthopaedic Service,22509.70751953125,0,0.0,22509.7076,0.0,0.0
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,101,Urology Service,7785.0728759765625,0,0.0,7785.07286,0.0,0.0
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,160,Plastic Surgery Service,3162.104782104492,0,0.0,3162.10477,0.0,0.0
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,9679.800354003906,0,0.0,9679.80035,0.0,0.0
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,1378.4345703125,0,0.0,1378.43457,0.0,0.0
RKE,WHITTINGTON HEALTH NHS TRUST,101,Urology Service,2981.53369140625,0,0.0,2981.5337,0.0,0.0
RKE,WHITTINGTON HEALTH NHS TRUST,110,Trauma and Orthopaedic Service,9853.732971191406,0,0.0,9853.73296,0.0,0.0
RKE,WHITTINGTON HEALTH NHS TRUST,120,Ear Nose and Throat Service,510.7540626525879,0,0.0,510.754062,0.0,0.0
RKE,WHITTINGTON HEALTH NHS TRUST,130,Ophthalmology Service,1047.5132522583008,0,0.0,1047.513253,0.0,0.0
RLQ,WYE VALLEY NHS TRUST,502,Gynaecology Service,5076.145263671875,0,0.0,5076.14527,0.0,0.0
RLQ,WYE VALLEY NHS TRUST,170,Cardiothoracic Surgery Service,108.02311706542969,0,0.0,108.0231172,0.0,0.0
RLQ,WYE VALLEY NHS TRUST,160,Plastic Surgery Service,2514.903350830078,0,0.0,2514.90333,0.0,0.0
RLQ,WYE VALLEY NHS TRUST,140,Oral Surgery Service,3007.5123901367188,0,0.0,3007.51239,0.0,0.0
RLQ,WYE VALLEY NHS TRUST,130,Ophthalmology Service,7874.3797607421875,0,0.0,7874.37976,0.0,0.0
RLQ,WYE VALLEY NHS TRUST,120,Ear Nose and Throat Service,4891.7587890625,0,0.0,4891.75878,0.0,0.0
RLQ,WYE VALLEY NHS TRUST,110,Trauma and Orthopaedic Service,31804.63623046875,0,0.0,31804.6361,0.0,0.0
RLQ,WYE VALLEY NHS TRUST,101,Urology Service,5508.194915771484,0,0.0,5508.1949,0.0,0.0
RLQ,WYE VALLEY NHS TRUST,100,General Surgery Service,4561.593414306641,0,0.0,4561.59343,0.0,0.0
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,502,Gynaecology Service,10398.214172363281,0,0.0,10398.21418,0.0,0.0
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,160,Plastic Surgery Service,782.0623817443848,0,0.0,782.0623820000001,0.0,0.0
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,140,Oral Surgery Service,5189.054718017578,0,0.0,5189.05473,0.0,0.0
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,130,Ophthalmology Service,18772.328247070312,0,0.0,18772.3283,0.0,0.0
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,120,Ear Nose and Throat Service,7810.2257080078125,0,0.0,7810.22572,0.0,0.0
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,110,Trauma and Orthopaedic Service,36691.9755859375,0,0.0,36691.9756,0.0,0.0
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,101,Urology Service,13267.62451171875,0,0.0,13267.6245,0.0,0.0
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,100,General Surgery Service,4434.329620361328,0,0.0,4434.32962,0.0,0.0
RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,94105.09912109375,0,0.0,94105.0992,0.0,0.0
RKE,WHITTINGTON HEALTH NHS TRUST,502,Gynaecology Service,3384.1578979492188,0,0.0,3384.15791,0.0,0.0
RKE,WHITTINGTON HEALTH NHS TRUST,160,Plastic Surgery Service,495.5957908630371,0,0.0,495.595792,0.0,0.0
RKE,WHITTINGTON HEALTH NHS TRUST,140,Oral Surgery Service,2852.459182739258,0,0.0,2852.45918,0.0,0.0
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,502,Gynaecology Service,11836.986267089844,0,0.0,11836.98627,0.0,0.0
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,1991.61328125,0,0.0,1991.61329,0.0,0.0
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,140,Oral Surgery Service,15062.081787109375,0,0.0,15062.081900000001,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",160,Plastic Surgery Service,401.55610275268555,0,0.0,401.556104,0.0,0.0
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,101,Urology Service,8515.102294921875,0,0.0,8515.102289999999,0.0,0.0
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,6742.826171875,0,0.0,6742.82619,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,502,Gynaecology Service,6594.016357421875,0,0.0,6594.01636,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,140,Oral Surgery Service,4445.155548095703,0,0.0,4445.15556,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,130,Ophthalmology Service,7241.78125,0,0.0,7241.78126,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,6936.744567871094,0,0.0,6936.7445800000005,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,15042.825073242188,0,0.0,15042.8251,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,101,Urology Service,4278.989013671875,0,0.0,4278.98902,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,100,General Surgery Service,8005.562744140625,0,0.0,8005.56275,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",502,Gynaecology Service,4718.662292480469,0,0.0,4718.66229,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",140,Oral Surgery Service,2959.613815307617,0,0.0,2959.61382,0.0,0.0
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,6702.616882324219,0,0.0,6702.61688,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",130,Ophthalmology Service,8532.963989257812,0,0.0,8532.96399,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",120,Ear Nose and Throat Service,6221.593811035156,0,0.0,6221.5938,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",110,Trauma and Orthopaedic Service,12843.913208007812,0,0.0,12843.9131,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",101,Urology Service,4114.771789550781,0,0.0,4114.77179,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",100,General Surgery Service,5521.712799072266,0,0.0,5521.71279,0.0,0.0
RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,140,Oral Surgery Service,1053.9481506347656,0,0.0,1053.948153,0.0,0.0
RCF,AIREDALE NHS FOUNDATION TRUST,502,Gynaecology Service,4535.207214355469,0,0.0,4535.20723,0.0,0.0
RCF,AIREDALE NHS FOUNDATION TRUST,160,Plastic Surgery Service,242.6545057296753,0,0.0,242.654507,0.0,0.0
RCF,AIREDALE NHS FOUNDATION TRUST,140,Oral Surgery Service,1189.502944946289,0,0.0,1189.50294,0.0,0.0
RCF,AIREDALE NHS FOUNDATION TRUST,130,Ophthalmology Service,1238.6983947753906,0,0.0,1238.698383,0.0,0.0
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,9816.129943847656,0,0.0,9816.12995,0.0,0.0
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,130,Ophthalmology Service,3845.9071655273438,0,0.0,3845.90717,0.0,0.0
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,130,Ophthalmology Service,14310.012329101562,0,0.0,14310.0123,0.0,0.0
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,78434.390625,0,0.0,78434.3906,0.0,0.0
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,130,Ophthalmology Service,13132.324951171875,0,0.0,13132.3249,0.0,0.0
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,7994.737243652344,0,0.0,7994.737230000001,0.0,0.0
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,43541.19580078125,0,0.0,43541.1959,0.0,0.0
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,101,Urology Service,4455.651763916016,0,0.0,4455.65176,0.0,0.0
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,100,General Surgery Service,5355.906982421875,0,0.0,5355.90698,0.0,0.0
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,502,Gynaecology Service,19212.489868164062,0,0.0,19212.4899,0.0,0.0
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,160,Plastic Surgery Service,13642.10205078125,0,0.0,13642.101999999999,0.0,0.0
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,140,Oral Surgery Service,4372.363983154297,0,0.0,4372.36399,0.0,0.0
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,130,Ophthalmology Service,21973.844848632812,0,0.0,21973.845,0.0,0.0
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,15591.649291992188,0,0.0,15591.649300000001,0.0,0.0
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,101,Urology Service,16226.891479492188,0,0.0,16226.8914,0.0,0.0
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,3352.0384216308594,0,0.0,3352.03843,0.0,0.0
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,100,General Surgery Service,3661.5233764648438,0,0.0,3661.52336,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,502,Gynaecology Service,13271.757934570312,0,0.0,13271.758,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,160,Plastic Surgery Service,1361.1665496826172,0,0.0,1361.16653,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,140,Oral Surgery Service,6877.934265136719,0,0.0,6877.93427,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,130,Ophthalmology Service,18248.33056640625,0,0.0,18248.330700000002,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,12181.562072753906,0,0.0,12181.56213,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,39360.638671875,0,0.0,39360.6387,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,101,Urology Service,8356.604187011719,0,0.0,8356.60417,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,100,General Surgery Service,11820.789611816406,0,0.0,11820.78962,0.0,0.0
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology Service,10210.11376953125,0,0.0,10210.11376,0.0,0.0
RCF,AIREDALE NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,1234.1005020141602,0,0.0,1234.100517,0.0,0.0
RCF,AIREDALE NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,12239.253295898438,0,0.0,12239.253279999999,0.0,0.0
RCF,AIREDALE NHS FOUNDATION TRUST,101,Urology Service,3744.463623046875,0,0.0,3744.46363,0.0,0.0
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,150,Neurosurgical Service,66.2113618850708,0,0.0,66.2113619,0.0,0.0
RBV,THE CHRISTIE NHS FOUNDATION TRUST,101,Urology Service,715.5335121154785,0,0.0,715.533511,0.0,0.0
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,5900.328430175781,0,0.0,5900.32844,0.0,0.0
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,9183.983459472656,0,0.0,9183.98349,0.0,0.0
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,11034.48193359375,0,0.0,11034.48193,0.0,0.0
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,8841.380310058594,0,0.0,8841.38031,0.0,0.0
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,3451.725555419922,0,0.0,3451.72555,0.0,0.0
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2752.2552947998047,0,0.0,2752.2553,0.0,0.0
RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,5718.609771728516,0,0.0,5718.60976,0.0,0.0
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,22135.049926757812,0,0.0,22135.0499,0.0,0.0
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,160,Plastic Surgery Service,100849.8095703125,0,0.0,100849.80960000001,0.0,0.0
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,140,Oral Surgery Service,2317.1730346679688,0,0.0,2317.17302,0.0,0.0
RCF,AIREDALE NHS FOUNDATION TRUST,100,General Surgery Service,8289.448852539062,0,0.0,8289.44886,0.0,0.0
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,130,Ophthalmology Service,9047.781799316406,0,0.0,9047.7818,0.0,0.0
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,12298.646545410156,0,0.0,12298.64654,0.0,0.0
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,34978.410400390625,0,0.0,34978.4104,0.0,0.0
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,101,Urology Service,18575.78955078125,0,0.0,18575.7895,0.0,0.0
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,100,General Surgery Service,30009.33984375,0,0.0,30009.3399,0.0,0.0
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology Service,8057.7716064453125,0,0.0,8057.7716,0.0,0.0
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,5783.6865234375,0,0.0,5783.68654,0.0,0.0
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,130,Ophthalmology Service,4108.28076171875,0,0.0,4108.28076,0.0,0.0
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,4600.0128173828125,0,0.0,4600.01282,0.0,0.0
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,17863.487182617188,0,0.0,17863.4872,0.0,0.0
RBV,THE CHRISTIE NHS FOUNDATION TRUST,160,Plastic Surgery Service,1742.2349700927734,0,0.0,1742.23496,0.0,0.0
RBV,THE CHRISTIE NHS FOUNDATION TRUST,502,Gynaecology Service,322.52736473083496,0,0.0,322.527363,0.0,0.0
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,12922.479125976562,0,0.0,12922.4792,0.0,0.0
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,9460.471252441406,0,0.0,9460.47125,0.0,0.0
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,502,Gynaecology Service,3463.6643981933594,0,0.0,3463.6644,0.0,0.0
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,140,Oral Surgery Service,2901.0848541259766,0,0.0,2901.08485,0.0,0.0
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,130,Ophthalmology Service,6728.207275390625,0,0.0,6728.2072800000005,0.0,0.0
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2820.1380157470703,0,0.0,2820.13802,0.0,0.0
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,19828.468505859375,0,0.0,19828.4685,0.0,0.0
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,101,Urology Service,2964.018020629883,0,0.0,2964.01802,0.0,0.0
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,100,General Surgery Service,5359.323394775391,0,0.0,5359.32339,0.0,0.0
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,9236.805419921875,0,0.0,9236.80542,0.0,0.0
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,1908.1360168457031,0,0.0,1908.13602,0.0,0.0
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,7684.242980957031,0,0.0,7684.24297,0.0,0.0
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,16718.1826171875,0,0.0,16718.1828,0.0,0.0
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,12540.592041015625,0,0.0,12540.59213,0.0,0.0
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,44986.72265625,0,0.0,44986.7226,0.0,0.0
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,13955.425048828125,0,0.0,13955.425,0.0,0.0
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,193.759614944458,0,0.0,193.759614,0.0,0.0
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,17784.294311523438,0,0.0,17784.2944,0.0,0.0
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,10349.307800292969,0,0.0,10349.30779,0.0,0.0
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,16264.957641601562,0,0.0,16264.9577,0.0,0.0
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,11002.127990722656,0,0.0,11002.128,0.0,0.0
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,10809.193725585938,0,0.0,10809.19372,0.0,0.0
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,28244.441650390625,0,0.0,28244.4417,0.0,0.0
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,140,Oral Surgery Service,11451.004760742188,0,0.0,11451.00476,0.0,0.0
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,502,Gynaecology Service,8051.4774169921875,0,0.0,8051.47742,0.0,0.0
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,7149.7852783203125,0,0.0,7149.785260000001,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,13440.49658203125,0,0.0,13440.4965,0.0,0.0
RH5,SOMERSET NHS FOUNDATION TRUST,130,Ophthalmology Service,14678.890014648438,0,0.0,14678.8902,0.0,0.0
RH5,SOMERSET NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,14931.78173828125,0,0.0,14931.7818,0.0,0.0
RH5,SOMERSET NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,51296.410400390625,0,0.0,51296.4106,0.0,0.0
RH5,SOMERSET NHS FOUNDATION TRUST,101,Urology Service,11596.747497558594,0,0.0,11596.74753,0.0,0.0
RH5,SOMERSET NHS FOUNDATION TRUST,100,General Surgery Service,28196.11279296875,0,0.0,28196.1128,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,7261.054443359375,0,0.0,7261.05444,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,7928.832763671875,0,0.0,7928.83276,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,150,Neurosurgical Service,6586.4556884765625,0,0.0,6586.4557,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,5287.827484130859,0,0.0,5287.82749,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,17182.285400390625,0,0.0,17182.2854,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,26311.8076171875,0,0.0,26311.8076,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,1185.0813598632812,0,0.0,1185.08135,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,8076.2314453125,0,0.0,8076.23145,0.0,0.0
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,5421.539581298828,0,0.0,5421.53959,0.0,0.0
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,502,Gynaecology Service,10439.017395019531,0,0.0,10439.01737,0.0,0.0
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,160,Plastic Surgery Service,6679.764709472656,0,0.0,6679.7647,0.0,0.0
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,130,Ophthalmology Service,5158.918395996094,0,0.0,5158.91838,0.0,0.0
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,10996.517761230469,0,0.0,10996.51775,0.0,0.0
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,16713.9599609375,0,0.0,16713.9601,0.0,0.0
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,101,Urology Service,4265.648498535156,0,0.0,4265.6484900000005,0.0,0.0
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,100,General Surgery Service,10448.656005859375,0,0.0,10448.65601,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,5451.1273193359375,0,0.0,5451.12733,0.0,0.0
RH5,SOMERSET NHS FOUNDATION TRUST,140,Oral Surgery Service,9395.821166992188,0,0.0,9395.821179999999,0.0,0.0
RH5,SOMERSET NHS FOUNDATION TRUST,160,Plastic Surgery Service,1247.9391860961914,0,0.0,1247.939209,0.0,0.0
RH5,SOMERSET NHS FOUNDATION TRUST,502,Gynaecology Service,13858.088256835938,0,0.0,13858.0882,0.0,0.0
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,100,General Surgery Service,3703.358123779297,0,0.0,3703.35811,0.0,0.0
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,120,Ear Nose and Throat Service,15148.732788085938,0,0.0,15148.7328,0.0,0.0
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,110,Trauma and Orthopaedic Service,35022.5068359375,0,0.0,35022.5069,0.0,0.0
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,101,Urology Service,7539.035583496094,0,0.0,7539.0355899999995,0.0,0.0
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,100,General Surgery Service,18040.929931640625,0,0.0,18040.93,0.0,0.0
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,502,Gynaecology Service,10588.110656738281,0,0.0,10588.11067,0.0,0.0
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,50.39469337463379,0,0.0,50.3946934,0.0,0.0
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,150,Neurosurgical Service,3396.930450439453,0,0.0,3396.93044,0.0,0.0
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,140,Oral Surgery Service,6209.723815917969,0,0.0,6209.7238,0.0,0.0
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,130,Ophthalmology Service,14502.444213867188,0,0.0,14502.4442,0.0,0.0
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,3107.9435119628906,0,0.0,3107.9435,0.0,0.0
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,31734.659912109375,0,0.0,31734.6599,0.0,0.0
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,101,Urology Service,10314.29052734375,0,0.0,10314.29052,0.0,0.0
