trust_code,trust_name,specialty_code,specialty_name,baseline_predicted_backlog,sessions_allocated,simulated_completed_pathways,remaining_backlog,allocation_cost,percent_reduction
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,130,Ophthalmology Service,6996.6473388671875,144,1440.0,5556.64733,129.60000000000002,20.5812860110961
NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,130,Ophthalmology Service,1955.1031494140625,88,880.0,1075.103157,79.2,45.01041289119364
ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,130,Ophthalmology Service,3265.029052734375,24,240.0,3025.02904,21.6,7.350623719534942
M7C9Q,SPAMEDICA EPSOM,130,Ophthalmology Service,1599.9902801513672,24,240.0,1359.9902663,21.6,15.000091124134503
ACG37,NEWMEDICA - IPSWICH,130,Ophthalmology Service,6484.064147949219,24,240.0,6244.06413,21.6,3.701382258469902
NPG11,SPAMEDICA BIRMINGHAM,130,Ophthalmology Service,4298.610260009766,24,240.0,4058.6102499999997,21.6,5.583199813035732
NVC19,RIVERS HOSPITAL,130,Ophthalmology Service,1224.1866302490234,20,200.0,1024.1866281,18.0,16.337378227968074
NPG19,SPAMEDICA BEDFORD,130,Ophthalmology Service,2096.1656646728516,12,120.0,1976.165664,10.8,5.724738365024617
M5E1S,SPAMEDICA EXETER,130,Ophthalmology Service,1494.5367279052734,12,120.0,1374.5367217,10.8,8.029243962989836
E3D4A,SPAMEDICA TRURO,130,Ophthalmology Service,1546.8373413085938,12,120.0,1426.8373457,10.8,7.757764620453394
NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",130,Ophthalmology Service,835.0552978515625,12,120.0,715.0552958,10.8,14.370305811930903
NPG01,SPAMEDICA MANCHESTER,130,Ophthalmology Service,3225.5379943847656,12,120.0,3105.53799,10.8,3.720309610641825
L9D3Z,SPAMEDICA LEICESTER,130,Ophthalmology Service,1472.0090103149414,12,120.0,1352.0090244,10.8,8.15212401276848
NNH05,OPTEGRA (BIRMINGHAM EYE HOSPITAL),130,Ophthalmology Service,3091.735549926758,12,120.0,2971.73555,10.8,3.881315140385883
NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),130,Ophthalmology Service,4739.6494140625,12,120.0,4619.64941,10.8,2.5318328322757586
D5P5H,SPAMEDICA BEXHILL,130,Ophthalmology Service,1447.1522674560547,11,110.0,1337.1522755,9.9,7.601135172414767
NPG13,SPAMEDICA SKELMERSDALE,130,Ophthalmology Service,1229.9688415527344,10,100.0,1129.9688344,9.0,8.130287257826648
NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,130,Ophthalmology Service,1086.1502838134766,8,80.0,1006.1502792,7.2,7.365463250547593
NVC07,FULWOOD HALL HOSPITAL,130,Ophthalmology Service,1049.4539337158203,8,80.0,969.4539336,7.2,7.62301206654613
M0N7E,SPAMEDICA SITTINGBOURNE,130,Ophthalmology Service,864.1451721191406,6,60.0,804.1451719,5.4,6.943277812090551
NTE02,ST HUGH'S HOSPITAL,130,Ophthalmology Service,705.9793701171875,5,50.0,655.979369,4.5,7.082359926707258
NVC08,MOUNT STUART HOSPITAL,130,Ophthalmology Service,710.7083702087402,5,50.0,660.7083693,4.5,7.035234435935324
NT417,GORING HALL HOSPITAL,130,Ophthalmology Service,341.9042778015137,3,30.0,311.9042774,2.7,8.774385682713206
RJN,EAST CHESHIRE NHS TRUST,100,General Surgery Service,4265.988006591797,0,0.0,4265.98799,0.0,0.0
RJN,EAST CHESHIRE NHS TRUST,120,Ear Nose and Throat Service,2080.7286529541016,0,0.0,2080.72867,0.0,0.0
RJN,EAST CHESHIRE NHS TRUST,110,Trauma and Orthopaedic Service,6613.177429199219,0,0.0,6613.17743,0.0,0.0
RJN,EAST CHESHIRE NHS TRUST,101,Urology Service,1183.018409729004,0,0.0,1183.018407,0.0,0.0
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,101,Urology Service,6969.793884277344,0,0.0,6969.79388,0.0,0.0
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,502,Gynaecology Service,11719.461547851562,0,0.0,11719.46155,0.0,0.0
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,140,Oral Surgery Service,4537.608123779297,0,0.0,4537.60811,0.0,0.0
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,130,Ophthalmology Service,6724.1556396484375,0,0.0,6724.15564,0.0,0.0
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,9808.237731933594,0,0.0,9808.23774,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,170,Cardiothoracic Surgery Service,1316.346290588379,0,0.0,1316.3463,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,502,Gynaecology Service,15680.578735351562,0,0.0,15680.5788,0.0,0.0
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,19490.852905273438,0,0.0,19490.8529,0.0,0.0
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,100,General Surgery Service,16135.502197265625,0,0.0,16135.5021,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,160,Plastic Surgery Service,7098.949890136719,0,0.0,7098.94988,0.0,0.0
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,101,Urology Service,2184.493408203125,0,0.0,2184.4934200000002,0.0,0.0
RJN,EAST CHESHIRE NHS TRUST,130,Ophthalmology Service,3019.1403198242188,0,0.0,3019.14033,0.0,0.0
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,23608.31982421875,0,0.0,23608.3198,0.0,0.0
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,33629.091064453125,0,0.0,33629.091,0.0,0.0
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,4705.983428955078,0,0.0,4705.98344,0.0,0.0
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,10700.355163574219,0,0.0,10700.35516,0.0,0.0
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology Service,12224.659362792969,0,0.0,12224.65945,0.0,0.0
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,656.1975555419922,0,0.0,656.197555,0.0,0.0
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,160,Plastic Surgery Service,201.05103302001953,0,0.0,201.051032,0.0,0.0
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,150,Neurosurgical Service,9855.783630371094,0,0.0,9855.78364,0.0,0.0
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,25525.059692382812,0,0.0,25525.059699999998,0.0,0.0
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,130,Ophthalmology Service,94552.34375,0,0.0,94552.344,0.0,0.0
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,998.5197067260742,0,0.0,998.5197049999999,0.0,0.0
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,101,Urology Service,10156.874206542969,0,0.0,10156.87419,0.0,0.0
RJN,EAST CHESHIRE NHS TRUST,160,Plastic Surgery Service,124.91312980651855,0,0.0,124.913131,0.0,0.0
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,23443.705322265625,0,0.0,23443.7053,0.0,0.0
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology Service,4852.981292724609,0,0.0,4852.98129,0.0,0.0
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,160,Plastic Surgery Service,6514.743896484375,0,0.0,6514.743909999999,0.0,0.0
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,3920.3191528320312,0,0.0,3920.31916,0.0,0.0
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,130,Ophthalmology Service,3028.9721069335938,0,0.0,3028.9721099999997,0.0,0.0
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,5067.421325683594,0,0.0,5067.42133,0.0,0.0
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,9447.255615234375,0,0.0,9447.25562,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,140,Oral Surgery Service,19622.107788085938,0,0.0,19622.1079,0.0,0.0
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,3468.4884643554688,0,0.0,3468.48846,0.0,0.0
RJN,EAST CHESHIRE NHS TRUST,502,Gynaecology Service,3747.847625732422,0,0.0,3747.84762,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,150,Neurosurgical Service,1092.8964385986328,0,0.0,1092.89644,0.0,0.0
A0C5S,SPAMEDICA GLOUCESTER,130,Ophthalmology Service,876.1770095825195,0,0.0,876.17701,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,130,Ophthalmology Service,21459.038330078125,0,0.0,21459.0384,0.0,0.0
RJ6,CROYDON HEALTH SERVICES NHS TRUST,101,Urology Service,2780.5541076660156,0,0.0,2780.55411,0.0,0.0
RJ2,LEWISHAM AND GREENWICH NHS TRUST,502,Gynaecology Service,8487.179077148438,0,0.0,8487.17908,0.0,0.0
RJ2,LEWISHAM AND GREENWICH NHS TRUST,160,Plastic Surgery Service,61.75822591781616,0,0.0,61.758226,0.0,0.0
RJ2,LEWISHAM AND GREENWICH NHS TRUST,120,Ear Nose and Throat Service,35225.253662109375,0,0.0,35225.2537,0.0,0.0
RJ2,LEWISHAM AND GREENWICH NHS TRUST,110,Trauma and Orthopaedic Service,28896.03515625,0,0.0,28896.0352,0.0,0.0
RJ2,LEWISHAM AND GREENWICH NHS TRUST,101,Urology Service,4778.0262451171875,0,0.0,4778.02625,0.0,0.0
RJ2,LEWISHAM AND GREENWICH NHS TRUST,100,General Surgery Service,22929.478515625,0,0.0,22929.4783,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,502,Gynaecology Service,8857.283752441406,0,0.0,8857.28377,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,445.3887939453125,0,0.0,445.388795,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,160,Plastic Surgery Service,27622.091064453125,0,0.0,27622.0911,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,140,Oral Surgery Service,15561.41748046875,0,0.0,15561.4176,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,130,Ophthalmology Service,9436.273803710938,0,0.0,9436.27381,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,19217.890625,0,0.0,19217.8908,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,30507.77197265625,0,0.0,30507.7719,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,101,Urology Service,15401.128051757812,0,0.0,15401.128,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,100,General Surgery Service,4483.681091308594,0,0.0,4483.6811099999995,0.0,0.0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,502,Gynaecology Service,2572.4625244140625,0,0.0,2572.46252,0.0,0.0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,160,Plastic Surgery Service,943.0160751342773,0,0.0,943.016075,0.0,0.0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,140,Oral Surgery Service,759.4469413757324,0,0.0,759.44694,0.0,0.0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,130,Ophthalmology Service,5563.403533935547,0,0.0,5563.4035300000005,0.0,0.0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2184.260238647461,0,0.0,2184.26023,0.0,0.0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,10895.363952636719,0,0.0,10895.36395,0.0,0.0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,101,Urology Service,4041.5613708496094,0,0.0,4041.56137,0.0,0.0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,100,General Surgery Service,5442.688812255859,0,0.0,5442.68879,0.0,0.0
RJ6,CROYDON HEALTH SERVICES NHS TRUST,100,General Surgery Service,9441.447937011719,0,0.0,9441.44794,0.0,0.0
RJ6,CROYDON HEALTH SERVICES NHS TRUST,110,Trauma and Orthopaedic Service,13300.377807617188,0,0.0,13300.3776,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,120,Ear Nose and Throat Service,15464.70068359375,0,0.0,15464.7008,0.0,0.0
RJ6,CROYDON HEALTH SERVICES NHS TRUST,120,Ear Nose and Throat Service,3239.1641235351562,0,0.0,3239.1641099999997,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,110,Trauma and Orthopaedic Service,37092.405517578125,0,0.0,37092.4055,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,101,Urology Service,8494.132751464844,0,0.0,8494.13277,0.0,0.0
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,8598.30615234375,0,0.0,8598.30615,0.0,0.0
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,502,Gynaecology Service,4174.929534912109,0,0.0,4174.92954,0.0,0.0
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,160,Plastic Surgery Service,2696.237594604492,0,0.0,2696.2375899999997,0.0,0.0
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,140,Oral Surgery Service,936.7437133789062,0,0.0,936.743713,0.0,0.0
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,7212.785400390625,0,0.0,7212.7854,0.0,0.0
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,19717.702514648438,0,0.0,19717.7026,0.0,0.0
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,101,Urology Service,4782.456481933594,0,0.0,4782.45647,0.0,0.0
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,100,General Surgery Service,3624.9498291015625,0,0.0,3624.94983,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,7616.970886230469,0,0.0,7616.97088,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,836.9282836914062,0,0.0,836.928285,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,9912.394104003906,0,0.0,9912.39411,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,150,Neurosurgical Service,5153.008605957031,0,0.0,5153.0086,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,5458.628936767578,0,0.0,5458.62892,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,314.5082588195801,0,0.0,314.508259,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,11195.489318847656,0,0.0,11195.48932,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,7524.831787109375,0,0.0,7524.83179,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,8312.313110351562,0,0.0,8312.31313,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,5575.298156738281,0,0.0,5575.29817,0.0,0.0
RJ6,CROYDON HEALTH SERVICES NHS TRUST,502,Gynaecology Service,4852.160339355469,0,0.0,4852.16034,0.0,0.0
RJ6,CROYDON HEALTH SERVICES NHS TRUST,160,Plastic Surgery Service,117.92084693908691,0,0.0,117.9208474,0.0,0.0
RJ6,CROYDON HEALTH SERVICES NHS TRUST,140,Oral Surgery Service,5729.250885009766,0,0.0,5729.25089,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,100,General Surgery Service,33665.10986328125,0,0.0,33665.1097,0.0,0.0
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,100,General Surgery Service,144.4316520690918,0,0.0,144.4316525,0.0,0.0
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,4733.154327392578,0,0.0,4733.15432,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,14248.471923828125,0,0.0,14248.472,0.0,0.0
RMC,BOLTON NHS FOUNDATION TRUST,100,General Surgery Service,14342.424194335938,0,0.0,14342.4243,0.0,0.0
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,502,Gynaecology Service,37384.814697265625,0,0.0,37384.8147,0.0,0.0
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,160,Plastic Surgery Service,7941.817932128906,0,0.0,7941.81794,0.0,0.0
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,150,Neurosurgical Service,20362.614868164062,0,0.0,20362.6148,0.0,0.0
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,140,Oral Surgery Service,1561.9060974121094,0,0.0,1561.90609,0.0,0.0
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,130,Ophthalmology Service,11842.196899414062,0,0.0,11842.19696,0.0,0.0
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,22229.071044921875,0,0.0,22229.0711,0.0,0.0
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,75478.10693359375,0,0.0,75478.107,0.0,0.0
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,101,Urology Service,19975.836669921875,0,0.0,19975.8368,0.0,0.0
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,100,General Surgery Service,27682.314453125,0,0.0,27682.3144,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,6358.524719238281,0,0.0,6358.52472,0.0,0.0
RMC,BOLTON NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,13261.142517089844,0,0.0,13261.14262,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,7995.4810791015625,0,0.0,7995.48107,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,10622.34033203125,0,0.0,10622.34034,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,16798.154541015625,0,0.0,16798.1545,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,50802.65087890625,0,0.0,50802.6509,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,13248.068969726562,0,0.0,13248.069,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,15282.9814453125,0,0.0,15282.9813,0.0,0.0
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,502,Gynaecology Service,1381.502815246582,0,0.0,1381.502837,0.0,0.0
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,160,Plastic Surgery Service,1010.968376159668,0,0.0,1010.968377,0.0,0.0
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,140,Oral Surgery Service,1056.086540222168,0,0.0,1056.086541,0.0,0.0
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,130,Ophthalmology Service,1495.6094284057617,0,0.0,1495.60943,0.0,0.0
RMC,BOLTON NHS FOUNDATION TRUST,101,Urology Service,7202.539794921875,0,0.0,7202.53978,0.0,0.0
RMC,BOLTON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,11446.466552734375,0,0.0,11446.46655,0.0,0.0
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,3865.4559326171875,0,0.0,3865.45593,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,23623.721069335938,0,0.0,23623.721,0.0,0.0
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,10949.131286621094,0,0.0,10949.13131,0.0,0.0
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,10669.563110351562,0,0.0,10669.56312,0.0,0.0
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,50096.221435546875,0,0.0,50096.2214,0.0,0.0
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,7202.11572265625,0,0.0,7202.1157299999995,0.0,0.0
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,9578.841918945312,0,0.0,9578.84193,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,6247.9853515625,0,0.0,6247.98534,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,789.7371215820312,0,0.0,789.737121,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,3051.3287963867188,0,0.0,3051.3288000000002,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,8211.150268554688,0,0.0,8211.15028,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,8080.858947753906,0,0.0,8080.85895,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,7032.855224609375,0,0.0,7032.85522,0.0,0.0
RMC,BOLTON NHS FOUNDATION TRUST,130,Ophthalmology Service,9020.502075195312,0,0.0,9020.50208,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,12673.990600585938,0,0.0,12673.9907,0.0,0.0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,502,Gynaecology Service,7421.0555419921875,0,0.0,7421.05554,0.0,0.0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,140,Oral Surgery Service,5279.089538574219,0,0.0,5279.08954,0.0,0.0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,3704.429962158203,0,0.0,3704.4299499999997,0.0,0.0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,24782.14208984375,0,0.0,24782.1421,0.0,0.0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,101,Urology Service,611.3180694580078,0,0.0,611.31807,0.0,0.0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,100,General Surgery Service,7878.844970703125,0,0.0,7878.84496,0.0,0.0
RMC,BOLTON NHS FOUNDATION TRUST,502,Gynaecology Service,4778.903533935547,0,0.0,4778.90354,0.0,0.0
RMC,BOLTON NHS FOUNDATION TRUST,160,Plastic Surgery Service,3648.000701904297,0,0.0,3648.00072,0.0,0.0
RMC,BOLTON NHS FOUNDATION TRUST,140,Oral Surgery Service,3765.7135009765625,0,0.0,3765.71351,0.0,0.0
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,120,Ear Nose and Throat Service,1139.6040802001953,0,0.0,1139.604068,0.0,0.0
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,110,Trauma and Orthopaedic Service,6140.4482421875,0,0.0,6140.44824,0.0,0.0
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,101,Urology Service,1752.6350555419922,0,0.0,1752.63505,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,100,General Surgery Service,7253.44140625,0,0.0,7253.4414,0.0,0.0
RKE,WHITTINGTON HEALTH NHS TRUST,100,General Surgery Service,15479.28271484375,0,0.0,15479.2827,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,502,Gynaecology Service,5873.1292724609375,0,0.0,5873.12928,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,170,Cardiothoracic Surgery Service,1732.0044708251953,0,0.0,1732.00447,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,160,Plastic Surgery Service,3624.2213745117188,0,0.0,3624.22138,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,150,Neurosurgical Service,7072.035705566406,0,0.0,7072.03571,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,140,Oral Surgery Service,11068.832702636719,0,0.0,11068.83271,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,130,Ophthalmology Service,11093.35546875,0,0.0,11093.35546,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,120,Ear Nose and Throat Service,16190.503662109375,0,0.0,16190.5036,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,110,Trauma and Orthopaedic Service,21538.447143554688,0,0.0,21538.4473,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,101,Urology Service,5420.185729980469,0,0.0,5420.18573,0.0,0.0
